qdate,tenor_bucket,bid_ask_spread,pubout,n_issues,liq_hhi,issue_conc_top3,issue_conc_top5
1980-07-31,2,0.125,187294.0,67,0.016463036157661214,0.07913227332429229,0.1234903413884054
1980-07-31,5,0.25,51279.0,19,0.07215592578796874,0.3192144932623491,0.46102693110240056
1980-07-31,10,0.375,32387.0,22,0.06109349740646829,0.28391021088708435,0.4220829345107605
1980-07-31,20,0.5,12342.0,8,0.16262126278920375,0.5977151191054935,0.8403824339653218
1980-08-29,2,0.125,187252.0,66,0.01673303161719531,0.07927285155832782,0.12495994702326278
1980-08-29,5,0.25,46880.0,18,0.07751750438997541,0.34225682593856654,0.47947952218430034
1980-08-29,10,0.25,34655.0,23,0.05804100484606587,0.2693406434857885,0.4047323618525466
1980-08-29,20,0.5,12336.0,8,0.16282055063076065,0.5982490272373541,0.8403047989623864
1980-09-30,2,0.125,193359.0,67,0.016546639545335272,0.07700701803381275,0.12352670421340614
1980-09-30,5,0.25,50544.0,19,0.07178909138093216,0.31954336815447926,0.4461063627730294
1980-09-30,10,0.5,34575.0,23,0.058143486996579154,0.2700795372378887,0.4057845263919017
1980-09-30,20,0.5,12278.0,8,0.16291023975941404,0.601075093663463,0.8395504153770971
1980-10-31,2,0.125,189812.0,66,0.01682251234645858,0.0784407729753651,0.12570332750300298
1980-10-31,5,0.25,47471.0,18,0.07718415531790634,0.339660002949169,0.4751953824440185
1980-10-31,10,0.5,34524.0,23,0.05822943123018729,0.2705364384196501,0.40667361835245047
1980-10-31,20,0.5,13773.0,9,0.1414741145533272,0.5358309736440863,0.7917664996732738
1980-11-28,2,0.125,192639.0,66,0.016771139589938446,0.07744537710432467,0.1239935838537368
1980-11-28,5,0.25,50435.0,19,0.07188482743995583,0.3197779319916724,0.4471299692673738
1980-11-28,10,0.25,35897.0,24,0.055297385618660454,0.26002172883527874,0.3906733153188289
1980-11-28,20,0.5,13529.0,9,0.1432471441169177,0.5454948628871313,0.7887500923941164
1980-12-31,2,0.125,199388.0,67,0.0165136447285751,0.07495937568961021,0.12025297410074828
1980-12-31,5,0.25,53780.0,20,0.0670530926307349,0.29960952026775756,0.42023056898475275
1980-12-31,10,0.25,35874.0,24,0.055394564852026235,0.25988180855215476,0.3917042983776551
1980-12-31,20,0.5,13494.0,9,0.14341837373653699,0.5460204535349045,0.7896843041351712
1981-01-30,2,0.125,197790.0,66,0.016813353816817245,0.07593912735729814,0.12208402851509177
1981-01-30,5,0.25,53951.0,20,0.067087281143776,0.29954959129580544,0.4215491835183778
1981-01-30,10,0.25,35907.0,24,0.05545731910367692,0.2601164118417022,0.39237474587127863
1981-01-30,20,0.5,13510.0,9,0.14349917625510833,0.5462620281273131,0.7904515173945226
1981-02-27,2,0.125,202116.0,67,0.016626029018141537,0.07495200775792119,0.12036157454135248
1981-02-27,5,0.25,46932.0,17,0.07980757400762087,0.3443705787096224,0.48461604022841553
1981-02-27,10,0.25,38481.0,24,0.0615303367652123,0.30747641693303185,0.43437020867441073
1981-02-27,20,0.5,14990.0,10,0.12640049559390493,0.4923282188125417,0.7300867244829886
1981-03-31,2,0.25,206512.0,67,0.016708599986455425,0.07578252111257458,0.12097117843030915
1981-03-31,5,0.25,59984.0,21,0.06070121633217956,0.26870498799679915,0.38483595625500133
1981-03-31,10,0.25,38451.0,24,0.06162948427848945,0.3079243712777301,0.4349171673038412
1981-03-31,20,0.5,14978.0,10,0.12654255484266497,0.49272265990118846,0.7310054746962212
1981-04-30,2,0.125,211193.0,68,0.0164156759818169,0.07346834412125401,0.11750862954738082
1981-04-30,5,0.25,59948.0,21,0.06076262680252914,0.2694835524120905,0.38510042036431574
1981-04-30,10,0.25,38356.0,24,0.061662743709629826,0.30803524872249455,0.4353425800396288
1981-04-30,20,0.375,15240.0,10,0.12567384662547101,0.48425196850393704,0.7337926509186352
1981-05-29,2,0.125,207427.0,66,0.01686204717924682,0.0747781147102354,0.11961798608667146
1981-05-29,5,0.25,62243.0,22,0.057733951209694205,0.2595472583262375,0.37090114551033854
1981-05-29,10,0.25,37759.0,24,0.06198736656353205,0.31290553245583835,0.438597420482534
1981-05-29,20,0.375,15185.0,10,0.12620947074761946,0.48600592690154765,0.7364504445176161
1981-06-30,2,0.125,211002.0,66,0.016844501497570993,0.0734495407626468,0.11752969166169042
1981-06-30,5,0.25,68707.0,24,0.05181963314066883,0.23512888060896267,0.33589008397979825
1981-06-30,10,0.25,37724.0,24,0.06204972038454727,0.3131958434948574,0.43900434736507266
1981-06-30,20,0.25,16678.0,11,0.11267854587505033,0.4424991006115841,0.6705240436503177
1981-07-31,2,0.125,214364.0,67,0.016573534413478027,0.07212964863503199,0.11545315444757513
1981-07-31,5,0.25,68328.0,24,0.051865581795097836,0.2358915817819927,0.3360847675916169
1981-07-31,10,0.25,37497.0,24,0.06201735704688308,0.3134650772061765,0.4395818332133237
1981-07-31,20,0.5,16865.0,11,0.11230658631013149,0.4372368811147347,0.6626741772902461
1981-08-31,2,0.125,219173.0,66,0.016646780210063963,0.07126790252448979,0.1140149562217974
1981-08-31,5,0.25,65839.0,23,0.05455843587465377,0.2453712844970306,0.3500053159981166
1981-08-31,10,0.5,39975.0,25,0.05864374740153809,0.2955597248280175,0.4203377110694184
1981-08-31,20,0.5,19722.0,13,0.09271497792544232,0.3741506946557144,0.5669303316093701
1981-09-30,2,0.125,221376.0,66,0.01666267861862291,0.07063999710899103,0.11378378866724487
1981-09-30,5,0.25,69601.0,24,0.05178879267990119,0.23210873406991278,0.3359721843076967
1981-09-30,10,0.25,39852.0,25,0.05880918159611521,0.29647194620094347,0.4216601425273511
1981-09-30,20,0.5,19789.0,13,0.09306844289471315,0.3768255091212289,0.5689524483298802
1981-10-30,2,0.125,217526.0,65,0.016943955701559547,0.07188106249367891,0.1157884574717505
1981-10-30,5,0.25,69591.0,24,0.05179804618274707,0.23214208733888003,0.3359773533933986
1981-10-30,10,0.25,39814.0,25,0.058876633380432745,0.2967549103330487,0.42206259104837496
1981-10-30,20,0.375,18198.0,12,0.1019850081531624,0.4054841191339708,0.6144081767227169
1981-11-30,2,0.125,227967.0,69,0.016327747829494095,0.06923809147815253,0.11164773848846543
1981-11-30,5,0.25,69125.0,22,0.05305732977119706,0.23335985533453887,0.337750452079566
1981-11-30,10,0.25,40130.0,25,0.0588757060361202,0.29441814104161473,0.4204585098430102
1981-11-30,20,0.25,24161.0,14,0.09059707026790147,0.3741566988121353,0.5674020115061463
1981-12-31,2,0.125,228219.0,69,0.01640868573082488,0.06957790543293942,0.11232193638566465
1981-12-31,5,0.25,71482.0,23,0.050621805296174376,0.22600095128843625,0.325592456842282
1981-12-31,10,0.25,40045.0,25,0.0589127049774086,0.2946684979398177,0.4209764015482582
1981-12-31,20,0.25,24885.0,15,0.08327681496022955,0.3542294554952783,0.5238898935101467
1982-01-29,2,0.125,223809.0,68,0.01665665589285667,0.07081484658793882,0.11386047924793016
1982-01-29,5,0.25,75185.0,24,0.048186379695043115,0.21494979051672541,0.31012835006982775
1982-01-29,10,0.25,39989.0,25,0.05902125034921001,0.2951561679461852,0.4215909375078147
1982-01-29,20,0.25,25108.0,15,0.08399002274805627,0.3588099410546439,0.5266847220009558
1982-02-26,2,0.25,234873.0,69,0.016404562947453825,0.07299263857488941,0.11603291991842402
1982-02-26,5,0.25,66208.0,21,0.056037198869254796,0.24495529241179315,0.3525555824069599
1982-02-26,10,0.25,42690.0,26,0.05584769858323154,0.2765753103771375,0.40046849379245725
1982-02-26,20,0.5,23439.0,14,0.09014517662504623,0.37608259738043426,0.556209735910235
1982-03-31,2,0.25,238936.0,69,0.016447797546477884,0.07161750426892557,0.11707737636856733
1982-03-31,5,0.25,76564.0,24,0.0479655590207423,0.21093464291311842,0.3085392612716159
1982-03-31,10,0.25,42669.0,26,0.05586899993985149,0.2766176849703532,0.4004546626356371
1982-03-31,20,0.375,26700.0,16,0.07703794694833704,0.33071161048689135,0.4888389513108614
1982-04-30,2,0.25,241530.0,70,0.01617888540633232,0.07000372624518694,0.11476835175754566
1982-04-30,5,0.25,75374.0,24,0.04804361582285001,0.2126462705972882,0.3098283227638178
1982-04-30,10,0.25,42331.0,26,0.05601957995338817,0.27799957477971227,0.40008504405754647
1982-04-30,20,0.25,26549.0,16,0.07708570216973201,0.3307092545858601,0.48973595992316094
1982-05-28,2,0.125,242312.0,68,0.0166051354977196,0.0706444583842319,0.11577635445211133
1982-05-28,5,0.25,63656.0,20,0.0591473261244945,0.25388023124293074,0.3758483096644464
1982-05-28,10,0.25,42659.0,26,0.056370507124386605,0.280878595372606,0.40350219180008906
1982-05-28,20,0.25,27274.0,15,0.0867528205922608,0.37273593898951385,0.5450245655202757
1982-06-30,2,0.125,247510.0,68,0.01661535419382031,0.06916084198618237,0.11441153892772009
1982-06-30,5,0.25,81540.0,25,0.04571091568252998,0.19833210694137846,0.2962962962962963
1982-06-30,10,0.25,42610.0,26,0.0564628578978957,0.2812485332081671,0.40401314245482284
1982-06-30,20,0.25,30522.0,17,0.07499425467670476,0.33307122731144745,0.48702575191665026
1982-07-30,2,0.25,244982.0,68,0.0166464292230288,0.06973981761925366,0.11527377521613832
1982-07-30,5,0.25,69349.0,21,0.05604376662985792,0.24210875427187123,0.3646195330862737
1982-07-30,10,0.25,42559.0,26,0.056552340017227955,0.28158556357057263,0.40452078291313237
1982-07-30,20,0.25,27227.0,15,0.08689962354443176,0.3733793660704448,0.5459654019906711
1982-08-31,2,0.25,257450.0,69,0.016470363573360056,0.07324917459700912,0.11767333462808312
1982-08-31,5,0.25,71094.0,22,0.05469133402515468,0.23601147776183645,0.3556418263144569
1982-08-31,10,0.25,46589.0,25,0.07666767919280117,0.36412028590439804,0.47635707999742427
1982-08-31,20,0.25,27216.0,15,0.08694728971200327,0.3735302763080541,0.5461860670194003
1982-09-30,2,0.25,260570.0,68,0.017148942864547507,0.08786890279003723,0.13292013662355606
1982-09-30,5,0.25,95910.0,28,0.041772773129363394,0.19139818579918674,0.2877072255239287
1982-09-30,10,0.25,46468.0,25,0.07661101164109978,0.3642937074976328,0.47576827063785837
1982-09-30,20,0.25,33119.0,18,0.07007910497640928,0.30894652616322954,0.46592590355989005
1982-10-29,2,0.25,256220.0,67,0.017492985922320424,0.09028178908750292,0.13662477558348293
1982-10-29,5,0.25,96583.0,28,0.04173800535414247,0.19283931954898895,0.2888707122371432
1982-10-29,10,0.25,48579.0,25,0.07220511958188656,0.34973959941538524,0.4574404578109883
1982-10-29,20,0.25,36068.0,18,0.06670060756308777,0.29194854164356215,0.4446046356881446
1982-11-30,2,0.25,247388.0,64,0.018221982706167594,0.09255097256132067,0.14000274871861204
1982-11-30,5,0.25,89278.0,27,0.0447576888614009,0.20561616523667645,0.30907950446918614
1982-11-30,10,0.25,45609.0,24,0.07916925133973482,0.37115481593545135,0.4847288912276086
1982-11-30,20,0.25,36465.0,19,0.06622810033171299,0.296887426299191,0.4451391745509393
1982-12-31,2,0.25,253660.0,66,0.017243825876046864,0.07982338563431365,0.12635811716470868
1982-12-31,5,0.25,72446.0,25,0.052988747372506896,0.23848107555972722,0.35690031195649174
1982-12-31,10,0.25,44851.0,25,0.058142818452710306,0.29143162917214777,0.41557601837194263
1982-12-31,20,0.25,36656.0,19,0.06611934681780052,0.2968408991706678,0.4445929725010912
1983-01-31,2,0.25,249011.0,65,0.017545152409350468,0.08131367690583952,0.1287172052640245
1983-01-31,5,0.25,72446.0,25,0.052988747372506896,0.23848107555972722,0.35690031195649174
1983-01-31,10,0.25,44851.0,25,0.058142818452710306,0.29143162917214777,0.41557601837194263
1983-01-31,20,0.25,36656.0,19,0.06611934681780052,0.2968408991706678,0.4445929725010912
1983-02-28,2,0.25,245773.0,64,0.01798229766214361,0.08651479210490981,0.13737473196811692
1983-02-28,5,0.25,67507.0,25,0.05008956266861774,0.21243722873183524,0.3285288932999541
1983-02-28,10,0.25,42275.0,24,0.06173149714930787,0.3091898285038439,0.44089887640449443
1983-02-28,20,0.25,38488.0,20,0.062240378577966965,0.28271149449178967,0.4234306796923717
1983-03-31,2,0.25,297218.0,69,0.017536871815490164,0.091474944316966,0.1428480105511779
1983-03-31,5,0.25,107743.0,31,0.03828881505171514,0.16604326963236593,0.26766472067790953
1983-03-31,10,0.25,51532.0,25,0.0733574047981159,0.35944655747884807,0.4951680509198168
1983-03-31,20,0.25,41342.0,21,0.05905715618719221,0.26319481399061484,0.4025204392627352
1983-04-29,2,0.25,298687.0,69,0.017528748960121868,0.09102505298188406,0.14214545661511885
1983-04-29,5,0.25,102030.0,30,0.039561443517913415,0.17389003234342842,0.27605606194256593
1983-04-29,10,0.25,51532.0,25,0.0733574047981159,0.35944655747884807,0.4951680509198168
1983-04-29,20,0.25,41342.0,21,0.05905715618719221,0.26319481399061484,0.4025204392627352
1983-05-31,2,0.125,296004.0,69,0.01772509391770911,0.09185011013364684,0.14343387251523626
1983-05-31,5,0.25,100316.0,28,0.041394926113786666,0.17686111886438854,0.2809422225766578
1983-05-31,10,0.25,46939.0,25,0.07690664623807084,0.3738256034427661,0.4919363429131426
1983-05-31,20,0.25,42795.0,21,0.05700398248722866,0.25425867507886435,0.3888538380651945
1983-06-30,2,0.125,318748.0,70,0.017306455574062955,0.08502327857743422,0.135994578789514
1983-06-30,5,0.25,116995.0,31,0.03732675041016956,0.1560664985683149,0.2529595281849652
1983-06-30,10,0.25,51388.0,26,0.07164321138432878,0.3510158013544018,0.487020316027088
1983-06-30,20,0.25,45893.0,22,0.054286678418796516,0.23650665678861704,0.37258405421306084
1983-07-29,2,0.125,319717.0,70,0.01729786164387204,0.08476558956827444,0.13558240569003213
1983-07-29,5,0.25,111439.0,30,0.03865581614178325,0.16384748606861152,0.2640099067651361
1983-07-29,10,0.25,51388.0,26,0.07164321138432878,0.3510158013544018,0.487020316027088
1983-07-29,20,0.25,45893.0,22,0.054286678418796516,0.23650665678861704,0.37258405421306084
1983-08-31,2,0.125,316300.0,69,0.017551521229950035,0.08568131520708187,0.13704710717673094
1983-08-31,5,0.25,103438.0,28,0.04181308524413859,0.17652120110597652,0.28443125350451476
1983-08-31,10,0.25,51388.0,26,0.07164321138432878,0.3510158013544018,0.487020316027088
1983-08-31,20,0.25,45893.0,22,0.054286678418796516,0.23650665678861704,0.37258405421306084
1983-09-30,2,0.1875,342222.0,72,0.01670141116074788,0.07764258288479409,0.12543904249288476
1983-09-30,5,0.25,113050.0,30,0.03860678195997317,0.15832817337461302,0.2577001326846528
1983-09-30,10,0.25,56279.0,27,0.06776110819474099,0.3331082641837986,0.48375059969082607
1983-09-30,20,0.25,48968.0,23,0.05198642323580594,0.22304362032347655,0.35694739421663124
1983-10-31,2,0.125,337391.0,71,0.01697809518473717,0.0787543236185909,0.127235166320382
1983-10-31,5,0.25,113050.0,30,0.03860678195997317,0.15832817337461302,0.2577001326846528
1983-10-31,10,0.25,56279.0,27,0.06776110819474099,0.3331082641837986,0.48375059969082607
1983-10-31,20,0.25,48968.0,23,0.05198642323580594,0.22304362032347655,0.35694739421663124
1983-11-30,2,0.125,332184.0,70,0.01728580233511559,0.079988801387183,0.1292295836042675
1983-11-30,5,0.25,109293.0,29,0.040207079728292856,0.16377078129431893,0.26655870000823473
1983-11-30,10,0.25,55089.0,27,0.069854400364867,0.34030387191635353,0.4942002940695964
1983-11-30,20,0.25,52594.0,23,0.05115292106372445,0.22105183100733924,0.35057230862836064
1983-12-30,2,0.125,357930.0,72,0.01676634850060659,0.07560696225518956,0.12250160645936356
1983-12-30,5,0.25,115394.0,30,0.03896389153500428,0.16012964278905317,0.2617640431911538
1983-12-30,10,0.25,60293.0,28,0.06588692840840103,0.3200869089280679,0.4727414459389979
1983-12-30,20,0.25,56287.0,24,0.04879736451685344,0.20649528310267024,0.3290102510348748
1984-01-31,2,0.125,352282.0,71,0.017051230270006778,0.07681913921233557,0.124465626969303
1984-01-31,5,0.25,115394.0,30,0.03896389153500428,0.16012964278905317,0.2617640431911538
1984-01-31,10,0.25,60293.0,28,0.06588692840840103,0.3200869089280679,0.4727414459389979
1984-01-31,20,0.25,56287.0,24,0.04879736451685344,0.20649528310267024,0.3290102510348748
1984-02-29,2,0.125,346481.0,70,0.017357543286973105,0.07810529293092551,0.12654950776521656
1984-02-29,5,0.25,113686.0,30,0.0393085240218945,0.16253540453529897,0.2656967436623683
1984-02-29,10,0.25,57988.0,27,0.06964895937039044,0.332810236600676,0.4915327309098434
1984-02-29,20,0.25,56287.0,24,0.04879736451685344,0.20649528310267024,0.3290102510348748
1984-03-30,2,0.125,371874.0,72,0.01680449171496139,0.07346574377342863,0.11912905984285
1984-03-30,5,0.125,131818.0,33,0.035461774604590185,0.1417864024640034,0.23351135656738836
1984-03-30,10,0.25,63416.0,27,0.08012160405083418,0.3911000378453387,0.5362369118203608
1984-03-30,20,0.25,60154.0,24,0.053935575397375105,0.2532333676895967,0.37106426837783024
1984-04-30,2,0.125,373059.0,72,0.01679400838829327,0.07323238415371296,0.11875065338190474
1984-04-30,5,0.125,125582.0,32,0.03660525493304766,0.14748928986638213,0.24286920100014334
1984-04-30,10,0.25,63416.0,27,0.08012160405083418,0.3911000378453387,0.5362369118203608
1984-04-30,20,0.25,60154.0,24,0.053935575397375105,0.2532333676895967,0.37106426837783024
1984-05-31,2,0.125,365186.0,70,0.01729980746585211,0.0748111921048452,0.12131078409358519
1984-05-31,5,0.125,120905.0,31,0.03776942785857403,0.15319465696207768,0.2522641743517638
1984-05-31,10,0.25,61840.0,27,0.08297825869120996,0.4010672703751617,0.5499029754204399
1984-05-31,20,0.25,63149.0,24,0.05233779623634282,0.24122313892539865,0.3580579264913142
1984-06-29,2,0.125,388806.0,72,0.016741284497702392,0.07061362221776413,0.11449154591235731
1984-06-29,5,0.25,138407.0,34,0.03424208177397407,0.13537610091975116,0.22321847883416301
1984-06-29,10,0.25,67035.0,28,0.07649409801181878,0.3688222570299098,0.517863802491236
1984-06-29,20,0.25,66674.0,25,0.04976574108479588,0.22780994090650028,0.3390227075021748
1984-07-31,2,0.125,391727.0,73,0.016557407173867906,0.07008707594830073,0.11363781408991465
1984-07-31,5,0.25,129492.0,32,0.03638303646773583,0.14376949927408644,0.23675593859080102
1984-07-31,10,0.25,67035.0,28,0.07649409801181878,0.3688222570299098,0.517863802491236
1984-07-31,20,0.25,66674.0,25,0.04976574108479588,0.22780994090650028,0.3390227075021748
1984-08-31,2,0.125,382695.0,70,0.01705576974328097,0.07174120383072682,0.11631978468493187
1984-08-31,5,0.25,127077.0,32,0.03663274713472511,0.14650172729919655,0.24125530190357028
1984-08-31,10,0.25,64410.0,27,0.08119518066620306,0.383853438907002,0.5389691041763701
1984-08-31,20,0.25,66674.0,25,0.04976574108479588,0.22780994090650028,0.3390227075021748
1984-09-28,2,0.125,406231.0,73,0.01628443701392039,0.06718837311775812,0.1100457621402601
1984-09-28,5,0.25,145261.0,35,0.03330310669267541,0.13134289313718067,0.2159492224341014
1984-09-28,10,0.25,70142.0,28,0.07529152008215424,0.3597131533175558,0.5102934048073907
1984-09-28,20,0.25,70674.0,26,0.04749520620614163,0.21660016413391064,0.3244899114242862
1984-10-31,2,0.125,407777.0,74,0.016106101590457316,0.0669336426527244,0.1096285469754302
1984-10-31,5,0.25,136354.0,33,0.03537449382291905,0.13992255452718658,0.22989424586004076
1984-10-31,10,0.25,70142.0,28,0.07529152008215424,0.3597131533175558,0.5102934048073907
1984-10-31,20,0.25,70674.0,26,0.04749520620614163,0.21660016413391064,0.3244899114242862
1984-11-30,2,0.125,399925.0,73,0.016429947734034916,0.0682477964618366,0.11178095892979933
1984-11-30,5,0.25,136693.0,32,0.03703431483018526,0.15745502695822025,0.24849114438925185
1984-11-30,10,0.25,61454.0,27,0.07809825703811482,0.3553226803788199,0.5178995671559214
1984-11-30,20,0.25,75069.0,27,0.04552433163133738,0.20918088691736936,0.31416430217533203
1984-12-31,2,0.125,437673.0,77,0.015492750431195168,0.06446136727648266,0.10571134157236109
1984-12-31,5,0.25,155304.0,35,0.033597093071383956,0.1427780353371452,0.2247205480863339
1984-12-31,10,0.25,66981.0,28,0.07272871197273725,0.3325868529881608,0.48878040041205717
1984-12-31,20,0.25,78920.0,28,0.04363166046236459,0.1988089204257476,0.30036746071971615
1985-01-31,2,0.125,433423.0,77,0.015547040085304714,0.06509345373918782,0.10674791139371931
1985-01-31,5,0.25,151881.0,34,0.03462060559927995,0.14599587835213093,0.22978516075085098
1985-01-31,10,0.25,66981.0,28,0.07272871197273725,0.3325868529881608,0.48878040041205717
1985-01-31,20,0.25,78920.0,28,0.04363166046236459,0.1988089204257476,0.30036746071971615
1985-02-28,2,0.125,423412.0,75,0.015943600098184883,0.06663249978744107,0.10927182035464275
1985-02-28,5,0.125,148236.0,35,0.03495392566539784,0.14958579562319543,0.23543538681561832
1985-02-28,10,0.25,67034.0,27,0.07309694449116294,0.3323238953366948,0.4883939493391413
1985-02-28,20,0.25,76766.0,27,0.045327236016012434,0.20438735898705154,0.30879556053461166
1985-03-29,2,0.125,437586.0,76,0.015714343744835473,0.06536543673700712,0.10813417248266627
1985-03-29,5,0.125,161708.0,37,0.03287953817660681,0.14164419818438173,0.22248744650852154
1985-03-29,10,0.25,73473.0,28,0.06859243766601125,0.31161106801137833,0.4621697766526479
1985-03-29,20,0.25,81104.0,27,0.04869064523260208,0.24520368909055038,0.3452357466956007
1985-04-30,2,0.125,439080.0,77,0.015530301836359721,0.06514302632777627,0.10776623849867907
1985-04-30,5,0.125,151989.0,35,0.03493546186622618,0.15070169551743876,0.23619472461822894
1985-04-30,10,0.25,73473.0,28,0.06859243766601125,0.31161106801137833,0.4621697766526479
1985-04-30,20,0.25,81104.0,27,0.04869064523260208,0.24520368909055038,0.3452357466956007
1985-05-31,2,0.125,428595.0,73,0.015954729364284652,0.0667366628168784,0.11040259452396785
1985-05-31,5,0.125,147791.0,34,0.035833982616709524,0.15498237375753598,0.2429038304091589
1985-05-31,10,0.25,69392.0,27,0.07343892148392663,0.3299371685496887,0.48935035738990085
1985-05-31,20,0.25,81104.0,27,0.04869064523260208,0.24520368909055038,0.3452357466956007
1985-06-28,2,0.125,454674.0,75,0.015506582977555892,0.06411186916340059,0.10611778988901938
1985-06-28,5,0.125,167142.0,37,0.032550424615961575,0.1378767754364552,0.2195438609086884
1985-06-28,10,0.25,75856.0,28,0.06880870570171012,0.3110367011179076,0.463944842860156
1985-06-28,20,0.25,85269.0,28,0.046455502739527706,0.2332266122506421,0.33067117006180446
1985-07-31,2,0.125,456084.0,76,0.015327178965283803,0.06391366502661791,0.10578972294577316
1985-07-31,5,0.125,157363.0,35,0.034596146712069814,0.14644484408660233,0.2331869626278096
1985-07-31,10,0.25,75856.0,28,0.06880870570171012,0.3110367011179076,0.463944842860156
1985-07-31,20,0.25,85269.0,28,0.046455502739527706,0.2332266122506421,0.33067117006180446
1985-08-30,2,0.125,441631.0,73,0.015903066677383927,0.06600533024176292,0.10925184146946205
1985-08-30,5,0.125,157430.0,38,0.033886468151334566,0.14638251921488915,0.23308772152702786
1985-08-30,10,0.25,72090.0,25,0.07317402275376676,0.3272853377722292,0.48818143986683316
1985-08-30,20,0.25,82724.0,27,0.04841139244740006,0.2404018180939026,0.34084425317924666
1985-09-30,2,0.125,483930.0,77,0.01501369499353552,0.06098815944454777,0.10093608579753272
1985-09-30,5,0.125,171738.0,40,0.032035189173414545,0.1381115420000233,0.22097031524764466
1985-09-30,10,0.25,79204.0,26,0.06877080746162054,0.30826725922933185,0.46169385384576533
1985-09-30,20,0.25,87234.0,28,0.04621043383241702,0.22932572162230325,0.3283008918540936
1985-10-31,2,0.125,479055.0,77,0.01507939699511923,0.061608792309860036,0.10196324012900398
1985-10-31,5,0.125,168493.0,39,0.0329100925884994,0.14077142670615397,0.22522597377932618
1985-10-31,10,0.25,79204.0,26,0.06877080746162054,0.30826725922933185,0.46169385384576533
1985-10-31,20,0.25,87234.0,28,0.04621043383241702,0.22932572162230325,0.3283008918540936
1985-11-29,2,0.125,469513.0,76,0.015345172624376374,0.06286087925147972,0.1040354580171369
1985-11-29,5,0.125,164978.0,38,0.03362094081755006,0.1437706845761253,0.23002460934185162
1985-11-29,10,0.25,74482.0,25,0.07374777273675989,0.32781074622056333,0.4909642598211648
1985-11-29,20,0.25,97492.0,29,0.04806862390289511,0.26412423583473515,0.3554958355557379
1985-12-31,2,0.125,500094.0,79,0.014659075037675487,0.059216867228960954,0.0978436054021844
1985-12-31,5,0.125,185655.0,41,0.030750592320765293,0.12996148770569066,0.2082087743395007
1985-12-31,10,0.25,80837.0,26,0.0689457281019984,0.3068520603189134,0.46257283174783825
1985-12-31,20,0.25,102070.0,29,0.04993195434691942,0.2720192025080827,0.3851376506319193
1986-01-31,2,0.125,496051.0,79,0.014682267761124686,0.059699506703947774,0.09864106714833756
1986-01-31,5,0.125,181081.0,40,0.03168565825948266,0.13324423876607705,0.21346800603045046
1986-01-31,10,0.25,80837.0,26,0.0689457281019984,0.3068520603189134,0.46257283174783825
1986-01-31,20,0.25,102070.0,29,0.04993195434691942,0.2720192025080827,0.3851376506319193
1986-02-28,2,0.125,483914.0,77,0.015046152323984551,0.061196824229098556,0.10111507416607082
1986-02-28,5,0.125,182533.0,42,0.030984756070429196,0.13218431735631364,0.21176992653383225
1986-02-28,10,0.25,74738.0,24,0.07550150872306698,0.331892745323664,0.5003211217854371
1986-02-28,20,0.25,100582.0,28,0.05120139959443317,0.27604342725338527,0.39083533833091405
