date,RRP_bill_wedge
2010-05-17,5.0199288024675655
2010-05-18,4.989428453034514
2010-05-19,4.957482709349574
2010-05-20,4.924285861197302
2010-05-21,4.890055252453557
2010-05-24,4.85502694075461
2010-05-25,4.819451022166179
2010-05-26,4.7835867149567175
2010-05-27,4.747697301079867
2010-05-28,4.712045026534856
2010-05-31,4.67688606235198
2010-06-01,4.642465626532918
2010-06-02,4.609013363891363
2010-06-03,4.576739075455444
2010-06-04,4.545828882013792
2010-06-07,4.516441897651218
2010-06-08,4.488707478899085
2010-06-09,4.462723103620271
2010-06-10,4.43855292118438
2010-06-11,4.416227002111837
2010-06-14,4.395741301437592
2010-06-15,4.377058335839068
2010-06-16,4.360108560366833
2010-06-17,4.344792416688459
2010-06-18,4.330983011378612
2010-06-21,4.318529370223983
2010-06-22,4.307260203005786
2010-06-23,4.2969881030012695
2010-06-24,4.287514096708935
2010-06-25,4.2786324522218475
2010-06-28,4.270135649388441
2010-06-29,4.261819411514947
2010-06-30,4.253487696945103
2010-07-01,4.244957549429892
2010-07-02,4.236063708762639
2010-07-05,4.226662887653985
2010-07-06,4.216637627170397
2010-07-07,4.205899651136225
2010-07-08,4.1943926495464705
2010-07-09,4.182094432068099
2010-07-12,4.169018404907975
2010-07-13,4.155214337457974
2010-07-14,4.140768398937495
2010-07-15,4.125802459471698
2010-07-16,4.110472664393699
2010-07-19,4.0949673047613455
2010-07-20,4.079504020857472
2010-07-21,4.064326388528214
2010-07-22,4.049699950352025
2010-07-23,4.035907764585687
2010-07-26,4.023245554389081
2010-07-27,4.0120165478010295
2010-07-28,4.002526105168283
2010-07-29,3.995076235096414
2010-07-30,3.9899601024091282
2010-08-02,3.987456632023091
2010-08-03,3.9878253110593547
2010-08-04,3.9913012879496783
2010-08-05,3.998090861824233
2010-08-06,4.008367448191654
2010-08-09,4.022268097983221
2010-08-10,4.039890636602564
2010-08-11,4.061291477902303
2010-08-12,4.086484155225721
2010-08-13,4.115438598052388
2010-08-16,4.148081168634473
2010-08-17,4.184295458579056
2010-08-18,4.2239238309005716
2010-08-19,4.266769678915363
2010-08-20,4.312600359751491
2010-08-23,4.361150747463969
2010-08-24,4.412127339026131
2010-08-25,4.465212836037997
2010-08-26,4.520071116054103
2010-08-27,4.576352500158449
2010-08-30,4.63369921794339
2010-08-31,4.691750967487488
2010-09-01,4.750150466342466
2010-09-02,4.80854888996119
2010-09-03,4.86661109641769
2010-09-06,4.9240205406383195
2010-09-07,4.980483787594427
2010-09-08,5.035734541879067
2010-09-09,5.08953712064747
2010-09-10,5.141689307856369
2010-09-13,5.1920245398773
2010-09-14,5.240413385646546
2010-09-15,5.286764298294796
2010-09-16,5.331023629404053
2010-09-17,5.373174911391459
2010-09-20,5.413237427740076
2010-09-21,5.451264104608682
2010-09-22,5.48733877048756
2010-09-23,5.521572842769951
2010-09-24,5.554101511142102
2010-09-27,5.585079497344599
2010-09-28,5.614676478936653
2010-09-29,5.643072271046968
2010-09-30,5.6704518645966715
2010-10-01,5.697000422045288
2010-10-04,5.7228983322906295
2010-10-05,5.748316424937977
2010-10-06,5.773411440771507
2010-10-07,5.79832184997904
2010-10-08,5.823164102603759
2010-10-11,5.848029386962946
2010-10-12,5.872980961555451
2010-10-13,5.898052114476916
2010-10-14,5.923244791800332
2010-10-15,5.948528923005275
2010-10-18,5.973842457614198
2010-10-19,5.999092112991161
2010-10-20,6.0241548190553775
2010-10-21,6.048879831737192
2010-10-22,6.0730914736301145
2010-10-25,6.09659244773151
2010-10-26,6.119167658662292
2010-10-27,6.140588465538254
2010-10-28,6.160617281932788
2010-10-29,6.179012431294073
2010-11-01,6.195533160898907
2010-11-02,6.209944714043904
2010-11-03,6.222023358760391
2010-11-04,6.231561271920535
2010-11-05,6.238371180168901
2010-11-08,6.242290663617052
2010-11-09,6.2431860345921875
2010-11-10,6.240955711811423
2010-11-11,6.23553302000477
2010-11-12,6.226888356044941
2010-11-15,6.215030674846626
2010-11-16,6.200008261434816
2010-11-17,6.181908769395795
2010-11-18,6.160858520146896
2010-11-19,6.13702107181549
2010-11-22,6.110595080724412
2010-11-23,6.081811492263733
2010-11-24,6.050930111018857
2010-11-25,6.018235612167313
2010-11-26,5.9840330671146456
2010-11-29,5.948643065899549
2010-11-30,5.9123965268732555
2010-12-01,5.875629290392136
2010-12-02,5.838676597633398
2010-12-03,5.8018675580656325
2010-12-06,5.765519709530619
2010-12-07,5.729933773310856
2010-12-08,5.695388702998413
2010-12-09,5.662137120512778
2010-12-10,5.63040122534375
2010-12-13,5.600369254159828
2010-12-14,5.5721925574960025
2010-12-15,5.545983348518257
2010-12-16,5.521813166082366
2010-12-17,5.499712080708756
2010-12-20,5.479668657946203
2010-12-21,5.461630679169024
2010-12-22,5.4455066054241685
2010-12-23,5.431167755795508
2010-12-24,5.418451158156552
2010-12-27,5.407163017402621
2010-12-28,5.397082734536564
2010-12-29,5.387967399554801
2010-12-30,5.379556672144354
2010-12-31,5.371577956928924
2011-01-03,5.363751774533377
2011-01-04,5.355797226176033
2011-01-05,5.347437447915115
2011-01-06,5.338404951099175
2011-01-07,5.328446747991859
2011-01-10,5.317329165910831
2011-01-11,5.304842259453208
2011-01-12,5.290803738353025
2011-01-13,5.2750623380743695
2011-01-14,5.257500571200021
2011-01-17,5.23803680981595
2011-01-18,5.216626662180196
2011-01-19,5.193263620745196
2011-01-20,5.167978972807397
2011-01-21,5.140840979409979
2011-01-24,5.111953342344866
2011-01-25,5.081452992911815
2011-01-26,5.049507249226875
2011-01-27,5.016310401074602
2011-01-28,4.982079792330858
2011-01-31,4.947051480631911
2011-02-01,4.9114755620434805
2011-02-02,4.87561125483402
2011-02-03,4.839721840957168
2011-02-04,4.804069566412157
2011-02-07,4.76891060222928
2011-02-08,4.734490166410217
2011-02-09,4.701037903768664
2011-02-10,4.668763615332745
2011-02-11,4.637853421891093
2011-02-14,4.608466437528518
2011-02-15,4.580732018776386
2011-02-16,4.5547476434975716
2011-02-17,4.5305774610616805
2011-02-18,4.508251541989137
2011-02-21,4.487765841314893
2011-02-22,4.469082875716368
2011-02-23,4.452133100244134
2011-02-24,4.436816956565759
2011-02-25,4.423007551255913
2011-02-28,4.410553910101284
2011-03-01,4.399284742883087
2011-03-02,4.389012642878571
2011-03-03,4.379538636586236
2011-03-04,4.370656992099149
2011-03-07,4.36216018926574
2011-03-08,4.353843951392247
2011-03-09,4.345512236822404
2011-03-10,4.336982089307193
2011-03-11,4.32808824863994
2011-03-14,4.318687427531286
2011-03-15,4.3086621670476974
2011-03-16,4.297924191013526
2011-03-17,4.286417189423771
2011-03-18,4.2741189719454
2011-03-21,4.2610429447852765
2011-03-22,4.247238877335275
2011-03-23,4.232792938814796
2011-03-24,4.217826999348999
2011-03-25,4.202497204270999
2011-03-28,4.186991844638646
2011-03-29,4.171528560734773
2011-03-30,4.156350928405516
2011-03-31,4.141724490229326
2011-04-01,4.1279323044629885
2011-04-04,4.115270094266381
2011-04-05,4.104041087678331
2011-04-06,4.094550645045584
2011-04-07,4.087100774973715
2011-04-08,4.081984642286429
2011-04-11,4.079481171900391
2011-04-12,4.079849850936655
2011-04-13,4.083325827826979
2011-04-14,4.090115401701533
2011-04-15,4.100391988068956
2011-04-18,4.114292637860521
2011-04-19,4.131915176479865
2011-04-20,4.153316017779603
2011-04-21,4.17850869510302
2011-04-22,4.207463137929688
2011-04-25,4.240105708511774
2011-04-26,4.276319998456356
2011-04-27,4.315948370777872
2011-04-28,4.358794218792665
2011-04-29,4.40462489962879
2011-05-02,4.453175287341272
2011-05-03,4.504151878903432
2011-05-04,4.557237375915296
2011-05-05,4.612095655931403
2011-05-06,4.668377040035749
2011-05-09,4.725723757820687
2011-05-10,4.783775507364788
2011-05-11,4.842175006219764
2011-05-12,4.900573429838489
2011-05-13,4.958635636294991
2011-05-16,5.01604508051562
2011-05-17,5.072508327471729
2011-05-18,5.127759081756365
2011-05-19,5.181561660524769
2011-05-20,5.233713847733667
2011-05-23,5.2840490797546
2011-05-24,5.332437925523846
2011-05-25,5.378788838172095
2011-05-26,5.423048169281355
2011-05-27,5.465199451268759
2011-05-30,5.505261967617378
2011-05-31,5.5432886444859815
2011-06-01,5.579363310364861
2011-06-02,5.61359738264725
2011-06-03,5.646126051019403
2011-06-06,5.6771040372218975
2011-06-07,5.706701018813955
2011-06-08,5.735096810924267
2011-06-09,5.762476404473972
2011-06-10,5.789024961922589
2011-06-13,5.81492287216793
2011-06-14,5.840340964815279
2011-06-15,5.865435980648807
2011-06-16,5.89034638985634
2011-06-17,5.915188642481058
2011-06-20,5.940053926840247
2011-06-21,5.96500550143275
2011-06-22,5.990076654354216
2011-06-23,6.015269331677631
2011-06-24,6.040553462882575
2011-06-27,6.065866997491499
2011-06-28,6.091116652868462
2011-06-29,6.116179358932681
2011-06-30,6.140904371614492
2011-07-01,6.165116013507416
2011-07-04,6.18861698760881
2011-07-05,6.2111921985395915
2011-07-06,6.232613005415555
2011-07-07,6.252641821810087
2011-07-08,6.271036971171372
2011-07-11,6.287557700776207
2011-07-12,6.301969253921205
2011-07-13,6.314047898637692
2011-07-14,6.3235858117978365
2011-07-15,6.3303957200462015
2011-07-18,6.334315203494352
2011-07-19,6.335210574469488
2011-07-20,6.332980251688723
2011-07-21,6.32755755988207
2011-07-22,6.318912895922241
2011-07-25,6.307055214723927
2011-07-26,6.292032801312117
2011-07-27,6.273933309273095
2011-07-28,6.252883060024197
2011-07-29,6.22904561169279
2011-08-01,6.202619620601713
2011-08-02,6.1738360321410335
2011-08-03,6.1429546508961606
2011-08-04,6.1102601520446145
2011-08-05,6.076057606991948
2011-08-08,6.040667605776849
2011-08-09,6.004421066750555
2011-08-10,5.967653830269437
2011-08-11,5.930701137510699
2011-08-12,5.893892097942933
2011-08-15,5.857544249407918
2011-08-16,5.821958313188159
2011-08-17,5.787413242875713
2011-08-18,5.7541616603900785
2011-08-19,5.72242576522105
2011-08-22,5.6923937940371285
2011-08-23,5.664217097373303
2011-08-24,5.638007888395556
2011-08-25,5.613837705959667
2011-08-26,5.591736620586056
2011-08-29,5.571693197823503
2011-08-30,5.553655219046324
2011-08-31,5.537531145301469
2011-09-01,5.523192295672807
2011-09-02,5.510475698033854
2011-09-05,5.499187557279923
2011-09-06,5.489107274413865
2011-09-07,5.479991939432102
2011-09-08,5.471581212021654
2011-09-09,5.4636024968062245
2011-09-12,5.455776314410678
2011-09-13,5.447821766053335
2011-09-14,5.4394619877924155
2011-09-15,5.4304294909764765
2011-09-16,5.4204712878691605
2011-09-19,5.409353705788133
2011-09-20,5.3968667993305095
2011-09-21,5.382828278230325
2011-09-22,5.367086877951669
2011-09-23,5.349525111077322
2011-09-26,5.330061349693252
2011-09-27,5.3086512020574945
2011-09-28,5.285288160622498
2011-09-29,5.260003512684698
2011-09-30,5.232865519287281
2011-10-03,5.203977882222167
2011-10-04,5.173477532789116
2011-10-05,5.141531789104176
2011-10-06,5.108334940951906
2011-10-07,5.074104332208162
2011-10-10,5.039076020509213
2011-10-11,5.00350010192078
2011-10-12,4.967635794711317
2011-10-13,4.931746380834468
2011-10-14,4.896094106289455
2011-10-17,4.860935142106582
2011-10-18,4.826514706287519
2011-10-19,4.793062443645967
2011-10-20,4.7607881552100455
2011-10-21,4.729877961768395
2011-10-24,4.70049097740582
2011-10-25,4.672756558653686
2011-10-26,4.646772183374874
2011-10-27,4.622602000938982
2011-10-28,4.600276081866437
2011-10-31,4.579790381192194
2011-11-01,4.561107415593669
2011-11-02,4.544157640121434
2011-11-03,4.528841496443061
2011-11-04,4.515032091133214
2011-11-07,4.502578449978586
2011-11-08,4.491309282760388
2011-11-09,4.481037182755871
2011-11-10,4.471563176463537
2011-11-11,4.462681531976449
2011-11-14,4.454184729143042
2011-11-15,4.445868491269548
2011-11-16,4.437536776699705
2011-11-17,4.429006629184494
2011-11-18,4.42011278851724
2011-11-21,4.410711967408587
2011-11-22,4.400686706924998
2011-11-23,4.3899487308908265
2011-11-24,4.378441729301071
2011-11-25,4.3661435118227
2011-11-28,4.353067484662576
2011-11-29,4.3392634172125755
2011-11-30,4.324817478692096
2011-12-01,4.3098515392263
2011-12-02,4.2945217441483
2011-12-05,4.279016384515947
2011-12-06,4.263553100612075
2011-12-07,4.248375468282816
2011-12-08,4.233749030106628
2011-12-09,4.219956844340289
2011-12-12,4.2072946341436825
2011-12-13,4.1960656275556305
2011-12-14,4.1865751849228845
2011-12-15,4.179125314851015
2011-12-16,4.174009182163729
2011-12-19,4.171505711777692
2011-12-20,4.171874390813955
2011-12-21,4.175350367704279
2011-12-22,4.182139941578834
2011-12-23,4.192416527946255
2011-12-26,4.206317177737822
2011-12-27,4.223939716357164
2011-12-28,4.245340557656905
2011-12-29,4.27053323498032
2011-12-30,4.299487677806988
2012-01-02,4.332130248389075
2012-01-03,4.368344538333656
2012-01-04,4.4079729106551735
2012-01-05,4.450818758669966
2012-01-06,4.496649439506097
2012-01-09,4.545199827218573
2012-01-10,4.596176418780735
2012-01-11,4.6492619157925965
2012-01-12,4.704120195808705
2012-01-13,4.760401579913047
2012-01-16,4.81774829769799
2012-01-17,4.875800047242085
2012-01-18,4.934199546097065
2012-01-19,4.992597969715786
2012-01-20,5.050660176172288
2012-01-23,5.108069620392921
2012-01-24,5.164532867349023
2012-01-25,5.219783621633666
2012-01-26,5.273586200402069
2012-01-27,5.325738387610972
2012-01-30,5.3760736196319
2012-01-31,5.424462465401148
2012-02-01,5.470813378049395
2012-02-02,5.515072709158655
2012-02-03,5.557223991146062
2012-02-06,5.597286507494676
2012-02-07,5.635313184363285
2012-02-08,5.67138785024216
2012-02-09,5.705621922524552
2012-02-10,5.738150590896701
2012-02-13,5.769128577099198
2012-02-14,5.798725558691252
2012-02-15,5.827121350801567
2012-02-16,5.8545009443512726
2012-02-17,5.881049501799889
2012-02-20,5.906947412045232
2012-02-21,5.932365504692578
2012-02-22,5.9574605205261095
2012-02-23,5.982370929733641
2012-02-24,6.0072131823583605
2012-02-27,6.032078466717546
2012-02-28,6.057030041310052
2012-02-29,6.082101194231515
2012-03-01,6.1072938715549325
2012-03-02,6.132578002759875
2012-03-05,6.157891537368799
2012-03-06,6.1831411927457625
2012-03-07,6.208203898809979
2012-03-08,6.232928911491793
2012-03-09,6.257140553384716
2012-03-12,6.280641527486113
2012-03-13,6.303216738416892
2012-03-14,6.324637545292856
2012-03-15,6.344666361687388
2012-03-16,6.363061511048674
2012-03-19,6.379582240653508
2012-03-20,6.393993793798505
2012-03-21,6.406072438514992
2012-03-22,6.415610351675136
2012-03-23,6.422420259923502
2012-03-26,6.426339743371652
2012-03-27,6.4272351143467885
2012-03-28,6.425004791566024
2012-03-29,6.4195820997593716
2012-03-30,6.410937435799542
2012-04-02,6.399079754601226
2012-04-03,6.3840573411894175
2012-04-04,6.365957849150395
2012-04-05,6.344907599901496
2012-04-06,6.321070151570091
2012-04-09,6.294644160479013
2012-04-10,6.265860572018337
2012-04-11,6.23497919077346
2012-04-12,6.202284691921918
2012-04-13,6.168082146869247
2012-04-16,6.132692145654152
2012-04-17,6.096445606627857
2012-04-18,6.059678370146741
2012-04-19,6.022725677388001
2012-04-20,5.985916637820234
2012-04-23,5.94956878928522
2012-04-24,5.913982853065456
2012-04-25,5.879437782753014
2012-04-26,5.846186200267377
2012-04-27,5.814450305098351
2012-04-30,5.784418333914428
2012-05-01,5.756241637250606
2012-05-02,5.730032428272858
2012-05-03,5.705862245836968
2012-05-04,5.683761160463357
2012-05-07,5.663717737700804
2012-05-08,5.645679758923627
2012-05-09,5.6295556851787705
2012-05-10,5.61521683555011
2012-05-11,5.602500237911155
2012-05-14,5.591212097157223
2012-05-15,5.581131814291164
2012-05-16,5.572016479309403
2012-05-17,5.5636057518989555
2012-05-18,5.555627036683524
2012-05-21,5.547800854287979
2012-05-22,5.539846305930634
2012-05-23,5.531486527669716
2012-05-24,5.522454030853777
2012-05-25,5.512495827746461
2012-05-28,5.501378245665433
2012-05-29,5.48889133920781
2012-05-30,5.4748528181076255
2012-05-31,5.459111417828972
2012-06-01,5.441549650954624
2012-06-04,5.422085889570552
2012-06-05,5.400675741934795
2012-06-06,5.377312700499798
2012-06-07,5.352028052561999
2012-06-08,5.324890059164579
2012-06-11,5.296002422099469
2012-06-12,5.265502072666416
2012-06-13,5.233556328981479
2012-06-14,5.200359480829205
2012-06-15,5.166128872085462
2012-06-18,5.131100560386514
2012-06-19,5.095524641798081
2012-06-20,5.059660334588621
2012-06-21,5.023770920711769
2012-06-22,4.98811864616676
2012-06-25,4.952959681983883
2012-06-26,4.918539246164819
2012-06-27,4.885086983523264
2012-06-28,4.852812695087346
2012-06-29,4.821902501645694
2012-07-02,4.79251551728312
2012-07-03,4.764781098530986
2012-07-04,4.738796723252174
2012-07-05,4.71462654081628
2012-07-06,4.692300621743738
2012-07-09,4.671814921069495
2012-07-10,4.653131955470972
2012-07-11,4.636182179998736
2012-07-12,4.620866036320361
2012-07-13,4.607056631010516
2012-07-16,4.594602989855886
2012-07-17,4.583333822637688
2012-07-18,4.573061722633171
2012-07-19,4.563587716340837
2012-07-20,4.554706071853749
2012-07-23,4.546209269020341
2012-07-24,4.537893031146848
2012-07-25,4.529561316577006
2012-07-26,4.521031169061794
2012-07-27,4.512137328394541
2012-07-30,4.502736507285888
2012-07-31,4.4927112468023
2012-08-01,4.481973270768127
2012-08-02,4.470466269178373
2012-08-03,4.458168051700002
2012-08-06,4.445092024539877
2012-08-07,4.431287957089876
2012-08-08,4.416842018569397
2012-08-09,4.401876079103601
2012-08-10,4.386546284025602
2012-08-13,4.371040924393247
2012-08-14,4.355577640489376
2012-08-15,4.340400008160119
2012-08-16,4.325773569983927
2012-08-17,4.31198138421759
2012-08-20,4.299319174020983
2012-08-21,4.288090167432931
2012-08-22,4.278599724800186
2012-08-23,4.271149854728315
2012-08-24,4.266033722041031
2012-08-27,4.263530251654993
2012-08-28,4.263898930691257
2012-08-29,4.26737490758158
2012-08-30,4.2741644814561335
2012-08-31,4.284441067823556
2012-09-03,4.298341717615123
2012-09-04,4.315964256234465
2012-09-05,4.3373650975342075
2012-09-06,4.362557774857623
2012-09-07,4.391512217684289
2012-09-10,4.424154788266372
2012-09-11,4.460369078210961
2012-09-12,4.499997450532472
2012-09-13,4.542843298547262
2012-09-14,4.588673979383391
2012-09-17,4.6372243670958735
2012-09-18,4.6882009586580295
2012-09-19,4.741286455669896
2012-09-20,4.796144735686005
2012-09-21,4.852426119790348
2012-09-24,4.90977283757529
2012-09-25,4.967824587119385
2012-09-26,5.026224085974372
2012-09-27,5.084622509593092
2012-09-28,5.1426847160495885
2012-10-01,5.200094160270226
2012-10-02,5.25655740722633
2012-10-03,5.3118081615109665
2012-10-04,5.365610740279364
2012-10-05,5.417762927488272
2012-10-08,5.468098159509201
2012-10-09,5.516487005278444
2012-10-10,5.562837917926696
2012-10-11,5.607097249035955
2012-10-12,5.649248531023359
2012-10-15,5.6893110473719775
2012-10-16,5.727337724240585
2012-10-17,5.7634123901194645
2012-10-18,5.797646462401852
2012-10-19,5.830175130774002
2012-10-22,5.861153116976502
2012-10-23,5.890750098568555
2012-10-24,5.919145890678868
2012-10-25,5.94652548422857
2012-10-26,5.973074041677189
2012-10-29,5.99897195192253
2012-10-30,6.024390044569877
2012-10-31,6.049485060403409
2012-11-01,6.074395469610941
2012-11-02,6.09923772223566
2012-11-05,6.124103006594846
2012-11-06,6.149054581187353
2012-11-07,6.174125734108818
2012-11-08,6.199318411432233
2012-11-09,6.224602542637176
2012-11-12,6.249916077246102
2012-11-13,6.275165732623064
2012-11-14,6.300228438687279
2012-11-15,6.324953451369097
2012-11-16,6.349165093262017
2012-11-19,6.3726660673634115
2012-11-20,6.395241278294191
2012-11-21,6.416662085170157
2012-11-22,6.436690901564688
2012-11-23,6.455086050925974
2012-11-26,6.4716067805308075
2012-11-27,6.486018333675806
2012-11-28,6.498096978392293
2012-11-29,6.507634891552437
2012-11-30,6.514444799800803
2012-12-03,6.518364283248953
2012-12-04,6.519259654224089
2012-12-05,6.517029331443324
2012-12-06,6.51160663963667
2012-12-07,6.502961975676842
2012-12-10,6.491104294478529
2012-12-11,6.47608188106672
2012-12-12,6.457982389027696
2012-12-13,6.4369321397788
2012-12-14,6.413094691447393
2012-12-17,6.386668700356314
2012-12-18,6.357885111895637
2012-12-19,6.327003730650761
2012-12-20,6.294309231799218
2012-12-21,6.260106686746544
2012-12-24,6.224716685531448
2012-12-25,6.188470146505159
2012-12-26,6.151702910024042
2012-12-27,6.114750217265299
2012-12-28,6.077941177697536
2012-12-31,6.041593329162524
2013-01-01,6.006007392942758
2013-01-02,5.971462322630314
2013-01-03,5.938210740144682
2013-01-04,5.9064748449756515
2013-01-07,5.876442873791729
2013-01-08,5.848266177127907
2013-01-09,5.822056968150159
2013-01-10,5.79788678571427
2013-01-11,5.7757857003406565
2013-01-14,5.755742277578105
2013-01-15,5.737704298800928
2013-01-16,5.72158022505607
2013-01-17,5.70724137542741
2013-01-18,5.6945247777884545
2013-01-21,5.683236637034525
2013-01-22,5.673156354168465
2013-01-23,5.664041019186704
2013-01-24,5.655630291776257
2013-01-25,5.6476515765608255
2013-01-28,5.639825394165279
2013-01-29,5.631870845807936
2013-01-30,5.623511067547017
2013-01-31,5.614478570731078
2013-02-01,5.604520367623761
2013-02-04,5.593402785542733
2013-02-05,5.5809158790851106
2013-02-06,5.566877357984925
2013-02-07,5.551135957706271
2013-02-08,5.533574190831924
2013-02-11,5.514110429447855
2013-02-12,5.492700281812096
2013-02-13,5.469337240377099
2013-02-14,5.444052592439303
2013-02-15,5.41691459904188
2013-02-18,5.388026961976769
2013-02-19,5.357526612543719
2013-02-20,5.325580868858779
2013-02-21,5.292384020706505
2013-02-22,5.258153411962759
2013-02-25,5.223125100263815
2013-02-26,5.187549181675385
2013-02-27,5.151684874465919
2013-02-28,5.115795460589069
2013-03-01,5.080143186044062
2013-03-04,5.0449842218611805
2013-03-05,5.01056378604212
2013-03-06,4.977111523400568
2013-03-07,4.94483723496465
2013-03-08,4.913927041522994
2013-03-11,4.884540057160421
2013-03-12,4.856805638408287
2013-03-13,4.830821263129472
2013-03-14,4.806651080693584
2013-03-15,4.78432516162104
2013-03-18,4.763839460946796
2013-03-19,4.7451564953482706
2013-03-20,4.728206719876037
2013-03-21,4.712890576197662
2013-03-22,4.699081170887817
2013-03-25,4.686627529733185
2013-03-26,4.67535836251499
2013-03-27,4.665086262510473
2013-03-28,4.655612256218136
2013-03-29,4.64673061173105
2013-04-01,4.638233808897644
2013-04-02,4.629917571024149
2013-04-03,4.621585856454305
2013-04-04,4.613055708939095
2013-04-05,4.6041618682718415
2013-04-08,4.594761047163188
2013-04-09,4.584735786679599
2013-04-10,4.5739978106454275
2013-04-11,4.5624908090556735
2013-04-12,4.5501925915773
2013-04-15,4.537116564417177
2013-04-16,4.523312496967177
2013-04-17,4.5088665584467
2013-04-18,4.4939006189809
2013-04-19,4.478570823902903
2013-04-22,4.46306546427055
2013-04-23,4.447602180366676
2013-04-24,4.432424548037417
2013-04-25,4.417798109861229
2013-04-26,4.40400592409489
2013-04-29,4.391343713898283
2013-04-30,4.380114707310232
2013-05-01,4.370624264677486
2013-05-02,4.363174394605616
2013-05-03,4.3580582619183295
2013-05-06,4.355554791532294
2013-05-07,4.355923470568557
2013-05-08,4.35939944745888
2013-05-09,4.366189021333435
2013-05-10,4.376465607700856
2013-05-13,4.3903662574924205
2013-05-14,4.407988796111767
2013-05-15,4.429389637411505
2013-05-16,4.454582314734921
2013-05-17,4.48353675756159
2013-05-20,4.516179328143675
2013-05-21,4.552393618088262
2013-05-22,4.592021990409773
2013-05-23,4.634867838424562
2013-05-24,4.680698519260696
2013-05-27,4.729248906973172
2013-05-28,4.78022549853533
2013-05-29,4.833310995547202
2013-05-30,4.888169275563305
2013-05-31,4.944450659667648
2013-06-03,5.001797377452585
2013-06-04,5.059849126996692
2013-06-05,5.118248625851666
2013-06-06,5.176647049470386
2013-06-07,5.234709255926889
2013-06-10,5.292118700147522
2013-06-11,5.3485819471036296
2013-06-12,5.403832701388266
2013-06-13,5.45763528015667
2013-06-14,5.509787467365572
2013-06-17,5.560122699386501
2013-06-18,5.608511545155745
2013-06-19,5.6548624578040005
2013-06-20,5.699121788913256
2013-06-21,5.741273070900659
2013-06-24,5.7813355872492735
2013-06-25,5.819362264117886
2013-06-26,5.855436929996761
2013-06-27,5.889671002279149
2013-06-28,5.922199670651306
2013-07-01,5.9531776568538
2013-07-02,5.982774638445855
2013-07-03,6.011170430556168
2013-07-04,6.038550024105873
2013-07-05,6.06509858155449
2013-07-08,6.090996491799831
2013-07-09,6.116414584447177
2013-07-10,6.141509600280708
2013-07-11,6.166420009488238
2013-07-12,6.191262262112961
2013-07-15,6.216127546472147
2013-07-16,6.241079121064655
2013-07-17,6.26615027398612
2013-07-18,6.2913429513095345
2013-07-19,6.316627082514481
