date,swap_spread_10y
2010-08-24,-6.015924547147996
2010-08-25,-5.978502624953966
2010-08-26,-5.938992559010149
2010-08-27,-5.897721685199179
2010-08-30,-5.855025649465808
2010-08-31,-5.811242878734114
2010-09-01,-5.766709060698124
2010-09-02,-5.721751736012343
2010-09-03,-5.6766851039896435
2010-09-06,-5.63180513854592
2010-09-07,-5.587385104899759
2010-09-08,-5.5436715595634345
2010-09-09,-5.5008809066045385
2010-09-10,-5.45919657220249
2010-09-13,-5.418766847384498
2010-09-14,-5.379703435738351
2010-09-15,-5.342080729119533
2010-09-16,-5.305935820166118
2010-09-17,-5.27126924608341
2010-09-20,-5.238046443940429
2010-09-21,-5.206199883909119
2010-09-22,-5.175631833742798
2010-09-23,-5.146217695588577
2010-09-24,-5.117809845195928
2010-09-27,-5.090241893934751
2010-09-28,-5.063333285958161
2010-09-29,-5.036894136494301
2010-09-30,-5.010730212750503
2010-10-01,-4.984647956348822
2010-10-04,-4.958459445633037
2010-10-05,-4.931987197603908
2010-10-06,-4.905068712623072
2010-10-07,-4.877560670309005
2010-10-08,-4.849342692127227
2010-10-11,-4.820320594911732
2010-10-12,-4.790429069774359
2010-10-13,-4.759633732362789
2010-10-14,-4.7279325029907655
2010-10-15,-4.695356288539716
2010-10-18,-4.661968951957392
2010-10-19,-4.627866569383619
2010-10-20,-4.593175989137751
2010-10-21,-4.558052720728659
2010-10-22,-4.522678195423687
2010-10-25,-4.487256452475527
2010-10-26,-4.452010316609831
2010-10-27,-4.417177142595662
2010-10-28,-4.383004211455401
2010-10-29,-4.349743869948951
2010-11-01,-4.317648510249704
2010-11-02,-4.286965490112725
2010-11-03,-4.257932095251688
2010-11-04,-4.230770645061537
2010-11-05,-4.205683840258787
2010-11-08,-4.182850446509637
2010-11-09,-4.162421401764299
2010-11-10,-4.144516426936995
2010-11-11,-4.129221209921178
2010-11-12,-4.116585221896182
2010-11-15,-4.106620212678483
2010-11-16,-4.099299418735465
2010-11-17,-4.094557503667108
2010-11-18,-4.092291236740066
2010-11-19,-4.09236090070581
2010-11-22,-4.094592405929208
2010-11-23,-4.0987800740728115
2010-11-24,-4.104690041493364
2010-11-25,-4.1120642203662445
2010-11-26,-4.120624744596768
2010-11-29,-4.130078818019057
2010-11-30,-4.140123874409517
2010-12-01,-4.150452952609428
2010-12-02,-4.160760185681403
2010-12-03,-4.170746300603895
2010-12-06,-4.180124024584433
2010-12-07,-4.188623295655333
2010-12-08,-4.195996178775647
2010-12-09,-4.202021394132011
2010-12-10,-4.206508371603814
2010-12-13,-4.209300754294484
2010-12-14,-4.210279284458325
2010-12-15,-4.209364016869666
2010-12-16,-4.206515817461653
2010-12-17,-4.201737118658604
2010-12-20,-4.195071916975512
2010-12-21,-4.186605012887017
2010-12-22,-4.176460507397088
2010-12-23,-4.164799583890155
2010-12-24,-4.151817617441111
2010-12-27,-4.137740666542118
2010-12-28,-4.122821413921456
2010-12-29,-4.107334633557288
2010-12-30,-4.091572269925515
2010-12-31,-4.075838222793688
2011-01-03,-4.060442936341719
2011-01-04,-4.0456978949502105
2011-01-05,-4.031910129580094
2011-01-06,-4.019376838243915
2011-01-07,-4.008380221648224
2011-01-10,-3.999182630717016
2011-01-11,-3.992022116473219
2011-01-12,-3.9871084647818518
2011-01-13,-3.9846197888998476
2011-01-14,-3.9846997418209646
2011-01-17,-3.98745539826309
2011-01-18,-3.992955843056542
2011-01-19,-4.001231488910759
2011-01-20,-4.012274132331299
2011-01-21,-4.026037742106295
2011-01-24,-4.042439960560348
2011-01-25,-4.06136428396137
2011-01-26,-4.082662875330378
2011-01-27,-4.106159950701222
2011-01-28,-4.131655668843671
2011-01-31,-4.158930444813342
2011-02-01,-4.187749599612813
2011-02-02,-4.21786825189646
2011-02-03,-4.249036353149601
2011-02-04,-4.281003765207395
2011-02-07,-4.313525278399272
2011-02-08,-4.346365470020544
2011-02-09,-4.379303306215789
2011-02-10,-4.412136395641024
2011-02-11,-4.444684810349819
2011-02-14,-4.476794398082797
2011-02-15,-4.50833952035927
2011-02-16,-4.539225162273259
2011-02-17,-4.569388372458749
2011-02-18,-4.598799005064309
2011-02-21,-4.627459749503404
2011-02-22,-4.655405447951051
2011-02-23,-4.68270171476179
2011-02-24,-4.709442885910213
2011-02-25,-4.7357493399308
2011-02-28,-4.7617642443964865
2011-03-01,-4.787649793479263
2011-03-02,-4.813583012355665
2011-03-03,-4.839751212954708
2011-03-04,-4.86634719262434
2011-03-07,-4.893564272575494
2011-03-08,-4.921591276346177
2011-03-09,-4.950607549944613
2011-03-10,-4.9807781247514
2011-03-11,-5.012249121696159
2011-03-14,-5.04514349072307
2011-03-15,-5.079557173208579
2011-03-16,-5.1155557669163745
2011-03-17,-5.153171763425622
2011-03-18,-5.192402416935954
2011-03-21,-5.23320829115059
2011-03-22,-5.275512517804604
2011-03-23,-5.319200786593952
2011-03-24,-5.364122072040865
2011-03-25,-5.410090088479643
2011-03-28,-5.45688545014264
2011-03-29,-5.504258499546361
2011-03-30,-5.55193275429008
2011-03-31,-5.599608910239851
2011-04-01,-5.646969328115331
2011-04-04,-5.693682920939983
2011-04-05,-5.73941035184296
2011-04-06,-5.783809445469882
2011-04-07,-5.826540711891454
2011-04-08,-5.867272879479823
2011-04-11,-5.905688332800546
2011-04-12,-5.941488353152851
2011-04-13,-5.9743980629523055
2011-04-14,-6.004170980620714
2011-04-15,-6.03059309992238
2011-04-18,-6.0534864166240006
2011-04-19,-6.072711835784835
2011-04-20,-6.088171404702739
2011-04-21,-6.099809829324188
2011-04-22,-6.107615245524573
2011-04-25,-6.111619230816677
2011-04-26,-6.111896056475703
2011-04-27,-6.108561194500003
2011-04-28,-6.1017691079779945
2011-04-29,-6.091710367030291
2011-05-02,-6.078608145278405
2011-05-03,-6.062714163510635
2011-05-04,-6.044304157645128
2011-05-05,-6.02367295702843
2011-05-06,-6.001129266382374
2011-05-09,-5.976990250182886
2011-05-10,-5.95157602181618
2011-05-11,-5.925204141442632
2011-05-12,-5.898184226076989
2011-05-13,-5.870812772974733
2011-05-16,-5.8433682930465345
2011-05-17,-5.816106844791783
2011-05-18,-5.789258051270555
2011-05-19,-5.763021673076506
2011-05-20,-5.737564799318483
2011-05-23,-5.713019706479203
2011-05-24,-5.68948242193247
2011-05-25,-5.667012015120812
2011-05-26,-5.645630625191751
2011-05-27,-5.625324219539738
2011-05-30,-5.606044063481274
2011-05-31,-5.587708867479935
2011-06-01,-5.570207565203985
2011-06-02,-5.55340266349794
2011-06-03,-5.5371340943172225
2011-06-06,-5.521223489026775
2011-06-07,-5.5054787873866475
2011-06-08,-5.48969908719726
2011-06-09,-5.473679636076445
2011-06-10,-5.457216864276534
2011-06-13,-5.440113356871379
2011-06-14,-5.422182665060316
2011-06-15,-5.403253859720235
2011-06-16,-5.383175735620405
2011-06-17,-5.3618205817941
2011-06-20,-5.33908744229623
2011-06-21,-5.314904801796643
2011-06-22,-5.289232641963124
2011-06-23,-5.262063827151676
2011-06-24,-5.233424791297761
2011-06-27,-5.203375511829194
2011-06-28,-5.172008770626442
2011-06-29,-5.1394487162610965
2011-06-30,-5.105848755670217
2011-07-01,-5.071388816800233
2011-07-04,-5.036272036317447
2011-07-05,-5.000720937986378
2011-07-06,-4.964973177537221
2011-07-07,-4.92927693857875
2011-07-08,-4.893886071191774
2011-07-11,-4.859055070121507
2011-07-12,-4.825033992870769
2011-07-13,-4.792063419412598
2011-07-14,-4.760369554661871
2011-07-15,-4.73015957228107
2011-07-18,-4.7016172938941345
2011-07-19,-4.674899291431173
2011-07-20,-4.650131492248397
2011-07-21,-4.627406357018341
2011-07-22,-4.6067806893525916
2011-07-25,-4.588274123916825
2011-07-26,-4.571868326663176
2011-07-27,-4.55750692699305
2011-07-28,-4.545096187443025
2011-07-29,-4.534506402134295
2011-08-01,-4.5255740010212335
2011-08-02,-4.518104323194107
2011-08-03,-4.511875009402726
2011-08-04,-4.506639951827433
2011-08-05,-4.502133728167583
2011-08-08,-16.498076437559902
2011-08-09,-16.494178847865847
2011-08-10,-16.490147757635064
2011-08-11,-16.48569147168268
2011-08-12,-16.480525286798013
2011-08-15,-4.47437688367914
2011-08-16,-4.466991522771324
2011-08-17,-4.458136945247613
2011-08-18,-4.4476078858391315
2011-08-19,-4.435230111495838
2011-08-22,-4.420863908795099
2011-08-23,-4.404406953443416
2011-08-24,-4.3857965069343114
2011-08-25,-4.36501089820616
2011-08-26,-4.34207026174067
2011-08-29,-4.317036517692588
2011-08-30,-4.290012594070212
2011-08-31,-4.2611409054153695
2011-09-01,-4.230601116581315
2011-09-02,-4.1986072338037514
2011-09-05,-4.165404078040912
2011-09-06,-4.131263207276152
2011-09-07,-4.09647836490408
2011-09-08,-4.061360540257919
2011-09-09,-4.0262327346084295
2011-09-12,-3.9914245314337435
2011-09-13,-3.957266573319518
2011-09-14,-3.9240850494317394
2011-09-15,-3.892196297081173
2011-09-16,-3.8619016184775794
2011-09-19,-3.8334824094022713
2011-09-20,-3.8071956902946296
2011-09-21,-3.7832701222747396
2011-09-22,-3.761902581065615
2011-09-23,-3.7432553508218196
2011-09-26,-3.727453987730062
2011-09-27,-3.714585890158525
2011-09-28,-3.704699598350301
2011-09-29,-3.697804832450703
2011-09-30,-3.693873263305253
2011-10-03,-3.6928399962437815
2011-10-04,-3.6946057342533947
2011-10-05,-3.6990395738073065
2011-10-06,-3.705982374413305
2011-10-07,-3.7152506319117298
2011-10-10,-3.726640775902686
2011-10-11,-3.739933803602743
2011-10-12,-3.754900156079232
2011-10-13,-3.7713047383080154
2011-10-14,-3.7889119819351156
2011-10-17,-3.8074908490424737
2011-10-18,-3.8268196766337765
2011-10-19,-3.846690764938649
2011-10-20,-3.8669146179157123
2011-10-21,-3.887323751412572
2011-10-24,-3.907775993174821
2011-10-25,-3.9281572091148336
2011-10-26,-3.9483834017543487
2011-10-27,-3.968402139316858
2011-10-28,-3.9881932873206445
2011-10-31,-4.007769028449111
2011-11-01,-4.02717317067869
2011-11-02,-4.046479757848676
2011-11-03,-4.06579101078286
2011-11-04,-4.085234640447976
2011-11-07,-4.104960587196036
2011-11-08,-4.1251372516410285
2011-11-09,-4.145947292939382
2011-11-10,-4.167583078977846
2011-11-11,-4.190241880050346
2011-11-14,-4.214120902887739
2011-11-15,-4.239412265287404
2011-11-16,-4.266298013005313
2011-11-17,-4.294945279993891
2011-11-18,-4.3255016905036605
2011-11-21,-4.358091097065198
2011-11-22,-4.392809742016085
2011-11-23,-4.429722922158866
2011-11-24,-4.468862226486325
2011-11-25,-4.5102234058771815
2011-11-28,-4.553764921462838
2011-11-29,-4.599407205230607
2011-11-30,-4.64703265261709
2011-12-01,-4.696486352624577
2011-12-02,-4.747577546641408
2011-12-05,-4.800081792942189
2011-12-06,-4.853743800063536
2011-12-07,-4.908280879162731
2011-12-08,-4.963386953326736
2011-12-09,-5.018737050842972
2011-12-12,-5.073992199885688
2011-12-13,-5.128804634099298
2011-12-14,-5.182823212327987
2011-12-15,-5.235698951372546
2011-12-16,-5.287090568235384
2011-12-19,-5.336669927892573
2011-12-20,-5.384127294215603
2011-12-21,-5.429176285226993
2011-12-22,-5.471558439343575
2011-12-23,-5.5110473065356125
2011-12-26,-5.547451987267203
2011-12-27,-5.580620052512554
2011-12-28,-5.6104397898611555
2011-12-29,-5.636841733506958
2011-12-30,-5.659799449514504
2012-01-02,-5.67932956190602
2012-01-03,-5.695491019543763
2012-01-04,-5.7083836182120855
2012-01-05,-5.718145806454924
2012-01-06,-5.724951817322312
2012-01-09,-5.7290081809618405
2012-01-10,-5.730549684709594
2012-01-11,-5.729834857764532
2012-01-12,-5.727141066467972
2012-01-13,-5.7227593134843575
2012-01-16,-5.716988839649858
2012-01-17,-5.7101316308170365
2012-01-18,-5.7024869336084
2012-01-19,-5.694345883569877
2012-01-20,-5.685986346796145
2012-01-23,-5.677668071731789
2012-01-24,-5.669628241621141
2012-01-25,-5.662077510107814
2012-01-26,-5.655196592928151
2012-01-27,-5.649133477687788
2012-01-30,-5.644001301571228
2012-01-31,-5.639876933747212
2012-02-01,-5.636800285453217
2012-02-02,-5.634774356538543
2012-02-03,-5.633766012894432
2012-02-06,-5.63370747498007
2012-02-07,-5.634498483842574
2012-02-08,-5.636009097895146
2012-02-09,-5.6380830615162205
2012-02-10,-5.640541675500417
2012-02-13,-5.643188089743852
2012-02-14,-5.645811930468713
2012-02-15,-5.648194167941766
2012-02-16,-5.65011212614109
2012-02-17,-5.651344533261625
2012-02-20,-5.651676511371992
2012-02-21,-5.650904404952342
2012-02-22,-5.648840351427353
2012-02-23,-5.645316502092371
2012-02-24,-5.64018880891009
2012-02-27,-5.633340301390935
2012-02-28,-5.624683787990761
2012-02-29,-5.614163927964403
2012-03-01,-5.601758632177309
2012-03-02,-5.5874797647540895
2012-03-05,-5.571373131370038
2012-03-06,-5.553517754197255
2012-03-07,-5.5340244477222855
2012-03-08,-5.513033723579578
2012-03-09,-5.490713065921527
2012-03-12,-5.46725363140947
2012-03-13,-5.442866439414863
2012-03-14,-5.417778128240179
2012-03-15,-5.392226361904691
2012-03-16,-5.366454979119484
2012-03-19,-5.340708981359849
2012-03-20,-5.315229460327178
2012-03-21,-5.290248566509758
2012-03-22,-5.265984619973272
2012-03-23,-5.2426374619479414
2012-03-26,-5.220384141278632
2012-03-27,-5.199375023453456
2012-03-28,-5.1797304018487305
2012-03-29,-5.161537681179249
2012-03-30,-5.144849192110636
2012-04-02,-5.129680683788627
2012-04-03,-5.116010527906
2012-04-04,-5.103779654116398
2012-04-05,-5.092892222384583
2012-04-06,-5.08321702351084
2012-04-09,-5.074589584863152
2012-04-10,-5.066814944570651
2012-04-11,-5.059671044344283
2012-04-12,-5.052912678950778
2012-04-13,-5.046275929410404
2012-04-16,-5.039482997431703
2012-04-17,-5.03224735062389
2012-04-18,-5.024279081795973
2012-04-19,-5.015290381283016
2012-04-20,-5.005001018820296
2012-04-23,-4.993143731063638
2012-04-24,-4.979469412438197
2012-04-25,-4.9637520105590145
2012-04-26,-4.945793032936294
2012-04-27,-4.925425578952249
2012-04-30,-4.902517820033439
2012-05-01,-4.876975861371128
2012-05-02,-4.848745930260253
2012-05-03,-4.81781584890912
2012-05-04,-4.784215763169157
2012-05-07,-4.748018112784611
2012-05-08,-4.709336843191507
2012-05-09,-4.66832587332473
2012-05-10,-4.625176848042506
2012-05-11,-4.580116217374566
2012-05-14,-4.53340169758176
2012-05-15,-4.485318180732478
2012-05-16,-4.436173169929716
2012-05-17,-4.386291826259198
2012-05-18,-4.336011720802546
2012-05-21,-4.285677390528449
2012-05-22,-4.235634800435507
2012-05-23,-4.1862258159037085
2012-05-24,-4.137782788788291
2012-05-25,-4.090623358369607
2012-05-28,-4.045045563902884
2012-05-29,-4.0013233592797235
2012-05-30,-3.9597026123393855
2012-05-31,-3.9203976618101257
2012-06-01,-3.8835884939038867
2012-06-04,-3.8494185884471386
2012-06-05,-3.81799347134172
2012-06-06,-3.789379996368582
2012-06-07,-3.7636063651418645
2012-06-08,-3.740662879667892
2012-06-11,-3.7205034077425765
2012-06-12,-3.7030475276080885
2012-06-13,-3.688183305154098
2012-06-14,-3.6757706447457097
2012-06-15,-3.665645143726473
2012-06-18,-3.6576223709947104
2012-06-19,-3.65150248197205
2012-06-20,-3.647075075930876
2012-06-21,-3.644124197145274
2012-06-22,-3.6424333787644705
2012-06-25,-3.641790627727729
2012-06-26,-3.641993250455187
2012-06-27,-3.6428524224315386
2012-06-28,-3.644197410081481
2012-06-29,-3.6458793604134287
2012-07-02,-3.647774582641793
2012-07-03,-3.6497872562168165
2012-07-04,-3.6518515111938914
2012-07-05,-3.653932839436261
2012-07-06,-3.656028808519604
2012-07-09,-3.6581690641325446
2012-07-10,-3.6604146209707165
2012-07-11,-3.6628564563256063
2012-07-12,-3.6656134344949445
2012-07-13,-3.668829603516034
2012-07-16,-3.672670918285381
2012-07-17,-3.677321455630959
2012-07-18,-3.68297919712215
2012-07-19,-3.6898514641362614
2012-07-20,-3.698150096778067
2012-07-23,-3.708086473530944
2012-07-24,-3.7198664719006374
2012-07-25,-3.733685471728174
2012-07-26,-3.749723502268579
2012-07-27,-3.7681406315664168
2012-07-30,-3.789072692157221
2012-07-31,-3.812627430771644
2012-08-01,-3.838881161639957
2012-08-02,-3.8678759933444304
2012-08-03,-3.899617688133517
2012-08-06,-3.9340742004085465
2012-08-07,-3.971174927958248
2012-08-08,-4.010810695703976
2012-08-09,-4.052834477497224
2012-08-10,-4.097062847158585
2012-08-13,-4.143278135741744
2012-08-14,-4.1912312582253
2012-08-15,-4.240645159746437
2012-08-16,-4.291218819349878
2012-08-17,-4.342631738268976
2012-08-20,-4.394548830197933
2012-08-21,-4.4466256230405286
2012-08-22,-4.49851367538869
2012-08-23,-4.549866106615035
2012-08-24,-4.600343137042884
2012-08-27,-4.649617534234702
2012-08-28,-4.697379863023107
2012-08-29,-4.743343440469482
2012-08-30,-4.787248902404275
2012-08-31,-4.828868295476839
2012-09-03,-4.8680086175794495
2012-09-04,-4.904514739938555
2012-09-05,-4.938271655884295
2012-09-06,-4.969206014090672
2012-09-07,-4.9972869076762665
2012-09-10,-5.022525904705568
2012-09-11,-5.044976320060939
2012-09-12,-5.064731743084733
2012-09-13,-5.081923849541809
2012-09-14,-5.096719540049954
2012-09-17,-5.109317459907549
2012-09-18,-5.1199439669659315
2012-09-19,-5.128848624622636
2012-09-20,-5.136299305949063
2012-09-21,-5.14257700223992
2012-09-24,-5.147970434741879
2012-09-25,-5.15277057187979
2012-09-26,-5.157265155883085
2012-09-27,-5.161733342292735
2012-09-28,-5.166440553409376
2012-10-01,-5.171633642374991
2012-10-02,-5.177536458348858
2012-10-03,-5.184345895266226
2012-10-04,-5.192228497110919
2012-10-05,-5.201317681677719
2012-10-08,-5.211711632660571
2012-10-09,-5.223471896815269
2012-10-10,-5.236622709165299
2012-10-11,-5.251151055015472
2012-10-12,-5.267007463186456
2012-10-15,-5.284107510663501
2012-10-16,-5.302334005041532
2012-10-17,-5.32153979801455
2012-10-18,-5.341551170955761
2012-10-19,-5.3621717226024
2012-10-22,-5.383186679210825
2012-10-23,-5.404367539469567
2012-10-24,-5.425476960107533
2012-10-25,-5.446273783633976
2012-10-26,-5.4665181070830355
2012-10-29,-5.485976290057247
2012-10-30,-5.504425801781695
2012-10-31,-5.521659810264612
2012-11-01,-5.537491421944015
2012-11-02,-5.551757487279397
2012-11-05,-5.5643218964829595
2012-11-06,-5.5750782998055035
2012-11-07,-5.583952198296807
2012-11-08,-5.5909023635240995
2012-11-09,-5.595921558108782
2012-11-12,-5.5990365428688325
2012-11-13,-5.600307370559895
2012-11-14,-5.5998259804134465
2012-11-15,-5.597714121597859
2012-11-16,-5.594120647104722
2012-11-19,-5.589218232126548
2012-11-20,-5.5831995824969285
2012-11-21,-5.576273208984686
2012-11-22,-5.568658851969336
2012-11-23,-5.560582648104576
2012-11-26,-5.552272135860463
2012-11-27,-5.543951200219202
2012-11-28,-5.53583505821688
2012-11-29,-5.528125386445237
2012-11-30,-5.521005689063934
2012-12-03,-5.5146370003733365
2012-12-04,-5.509154009647577
2012-12-05,-5.504661687850009
2012-12-06,-5.501232486204886
2012-12-07,-5.498904165566964
2012-12-10,-5.497678303329471
2012-12-11,-5.4975195114768125
2012-12-12,-5.498355385577586
2012-12-13,-5.500077190293944
2012-12-14,-5.5025412726321346
2012-12-17,-5.505571179955177
2012-12-18,-5.508960445999136
2012-12-19,-5.512475995047244
2012-12-20,-5.515862102276719
2012-12-21,-5.518844837338119
2012-12-24,-5.521136908670047
2012-12-25,-5.5224428180802985
2012-12-26,-5.522464228893134
2012-12-27,-5.520905446594419
2012-12-28,-5.517478908487172
2012-12-31,-5.511910578448133
2013-01-01,-5.503945144460481
2013-01-02,-5.493350920159349
2013-01-03,-5.479924357097202
2013-01-04,-5.4634940817102935
2013-01-07,-5.4439243799052415
2013-01-08,-5.4211180626139495
2013-01-09,-5.395018657383601
2013-01-10,-5.365611883850677
2013-01-11,-5.332926384545702
2013-01-14,-5.297033696626534
2013-01-15,-5.258047464568053
2013-01-16,-5.216121908266286
2013-01-17,-5.171449575165853
2013-01-18,-5.124258418617389
2013-01-21,-5.074808257453565
2013-01-22,-5.023386683490523
2013-01-23,-4.970304494090626
2013-01-24,-4.915890735859536
2013-01-25,-4.860487452824835
2013-01-28,-4.804444237912947
2013-01-29,-4.748112690102382
2013-01-30,-4.69184088121511
2013-01-31,-4.6359679358854535
2013-02-01,-4.580818825826014
2013-02-04,-4.526699475141226
2013-02-05,-4.473892267207435
2013-02-06,-4.422652035665325
2013-02-07,-4.373202612513084
2013-02-08,-4.325733995332373
2013-02-11,-4.280400183539168
2013-02-12,-4.237317720463016
2013-02-13,-4.196564964277944
2013-02-14,-4.158182096603054
2013-02-15,-4.122171863238707
2013-02-18,-4.0885010272834235
2013-02-19,-4.057102501064417
2013-02-20,-4.027878110179734
2013-02-21,-4.000701930746989
2013-02-22,-3.975424129920591
2013-02-25,-3.9518752300894158
2013-02-26,-3.929870709088043
2013-02-27,-3.9092158424028436
2013-02-28,-3.8897106888523933
2013-03-01,-3.871155118656496
2013-03-04,-3.8533537822283446
2013-03-05,-3.836120919440279
2013-03-06,-3.8192849124961836
2013-03-07,-3.8026924908259887
2013-03-08,-3.786212503495494
2013-03-11,-3.76973918335887
2013-03-12,-3.7531948374000117
2013-03-13,-3.7365319092121725
2013-03-14,-3.7197343721274225
2013-03-15,-3.702818424882243
2013-03-18,-3.6858324756313405
2013-03-19,-3.6688564143254108
2013-03-20,-3.6520001876723964
2013-03-21,-3.6354017048273493
2013-03-22,-3.619224115330778
2013-03-25,-3.603652513377407
2013-03-26,-3.5888901340002652
2013-03-27,-3.5751541169737964
2013-03-28,-3.5626709229735205
2013-03-29,-3.551671493607422
2013-04-01,-3.542386252216199
2013-04-02,-3.535040045722048
2013-04-03,-3.5298471292210647
2013-04-04,-3.5270062944343463
2013-04-05,-3.526696240567272
2013-04-08,-3.5290712816241947
2013-04-09,-3.5342574778736306
2013-04-10,-3.542349271079499
2013-04-11,-3.5534066934638355
2013-04-12,-3.5674532093324793
2013-04-15,-3.58447423609198
2013-04-16,-3.604416378250273
2013-04-17,-3.627187394180904
2013-04-18,-3.6526569012093115
2013-04-19,-3.6806578102266414
2013-04-22,-3.7109884668310866
2013-04-23,-3.7434154622152302
2013-04-24,-3.7776770639292137
