date,CIP_basis_USDJPY,CIP_basis_EURUSD
2010-05-25,-14.083646183951679,-9.500088058404382
2010-05-26,-14.105270585533463,-9.531032635277914
2010-05-27,-14.127781314250994,-9.562682598777743
2010-05-28,-14.150943557159787,-9.594791483895301
2010-05-31,-14.174527718524226,-9.627118117779643
2010-06-01,-14.198314258320925,-9.659431470304483
2010-06-02,-14.22209827380783,-9.691515247676433
2010-06-03,-14.245693732548922,-9.723172137462933
2010-06-04,-14.268937272362729,-9.75422762049671
2010-06-07,-14.291691492397616,-9.784533273848337
2010-06-08,-14.313847669756314,-9.813969499278086
2010-06-09,-14.335327847596055,-9.842447623082068
2010-06-10,-14.356086253193482,-9.869911325810614
2010-06-11,-14.376110017839014,-9.896337373712353
2010-06-14,-14.395419184351814,-9.921735637683996
2010-06-15,-14.414066002210957,-9.946148399710353
2010-06-16,-14.432133524502902,-9.969648960983719
2010-06-17,-14.449733534811797,-9.992339579818257
2010-06-18,-14.467003845554718,-10.014348780850678
2010-06-21,-14.48410502182672,-10.035828089581475
2010-06-22,-14.501216596324536,-10.056948257814938
2010-06-23,-14.518532851137264,-10.077895055775935
2010-06-24,-14.536258250927194,-10.098864715416282
2010-06-25,-14.554602619102267,-10.120059116502173
2010-06-28,-14.573776153864806,-10.14168081235719
2010-06-29,-14.593984384404221,-10.163927995519012
2010-06-30,-14.615423168918005,-10.186989504984377
2010-07-01,-14.63827383556615,-10.211039976138078
2010-07-02,-14.662698564899324,-10.236235231897117
2010-07-05,-14.688836107800064,-10.26270800910024
2010-07-06,-14.716797926624778,-10.290564107821877
2010-07-07,-14.746664839155978,-10.319879043211287
2010-07-08,-14.778484235324791,-10.350695269808693
2010-07-09,-14.812267925631,-10.383020037257463
2010-07-12,-14.847990667985385,-10.416823924129334
2010-07-13,-14.885589406564543,-10.452040083445212
2010-07-14,-14.924963242456467,-10.488564219662473
2010-07-15,-14.96597414165484,-10.526255302679727
2010-07-16,-15.008448371607997,-10.564937010058108
2010-07-19,-15.05217864332382,-10.604399874453916
2010-07-20,-15.09692692225148,-10.644404099477253
2010-07-21,-15.142427858073006,-10.684682994103749
2010-07-22,-15.188392771397485,-10.724946963626525
2010-07-23,-15.234514124394927,-10.764887984180094
2010-07-26,-15.280470392849141,-10.804184478310589
2010-07-27,-15.325931249136454,-10.842506501094405
2010-07-28,-15.370562959405117,-10.879521140075763
2010-07-29,-15.41403389386161,-10.914898027925341
2010-07-30,-15.456020046650204,-10.948314864302649
2010-08-02,-15.496210461389614,-10.97946284298257
2010-08-03,-15.534312460014554,-11.008051881890887
2010-08-04,-15.570056576130956,-11.033815557254789
2010-08-05,-15.603201099563394,-11.05651564854464
2010-08-06,-15.63353614604709,-11.075946208157308
2010-08-09,-15.66088717495411,-11.091937078729067
2010-08-10,-15.685117888372023,-11.104356791395004
2010-08-11,-15.706132456571622,-11.113114790030622
2010-08-12,-15.723877027681818,-11.118162939293157
2010-08-13,-15.7383404929875,-11.119496287878164
2010-08-16,-15.749554493416715,-11.117153072557876
2010-08-17,-15.757592667213368,-11.111213962998027
2010-08-18,-15.762569153221536,-11.101800561780076
2010-08-19,-15.76463637835801,-11.089073188206692
2010-08-20,-15.763982171447434,-11.073227988066398
2010-08-23,-15.760826258375841,-11.05449342431517
2010-08-24,-15.755416205236894,-11.033126215351546
2010-08-25,-15.74802288657357,-11.009406797990676
2010-08-26,-15.73893556475563,-10.98363440118064
2010-08-27,-15.728456673806722,-10.95612182377828
2010-08-30,-15.716896406465088,-10.9271900151722
2010-08-31,-15.704567206822638,-10.89716256110182
2010-09-01,-15.691778272471257,-10.86636017860573
2010-09-02,-15.67883016966275,-10.835095323610515
2010-09-03,-15.666009662568982,-10.803667012251783
2010-09-06,-15.653584853360229,-10.772355952650761
2010-09-07,-15.641800723587838,-10.741420077638413
2010-09-08,-15.630875159384807,-10.711090560946792
2010-09-09,-15.620995533440327,-10.681568389830083
2010-09-10,-15.612315905748599,-10.653021556122443
2010-09-13,-15.604954892992163,-10.625582915599917
2010-09-14,-15.598994243332102,-10.59934875242625
2010-09-15,-15.594478139597244,-10.574378071682318
2010-09-16,-15.591413239659882,-10.550692628774788
2010-09-17,-15.58976944843363,-10.528277690167844
2010-09-20,-15.589481401708735,-10.507083505661923
2010-09-21,-15.590450628228533,-10.487027458631974
2010-09-22,-15.59254834327606,-10.467996847503414
2010-09-23,-15.595618814837593,-10.44985223954192
2010-09-24,-15.599483232377148,-10.432431327000764
2010-09-27,-15.603943998606733,-10.4155532060204
2010-09-28,-15.608789356558873,-10.399022990596974
2010-09-29,-15.613798257916642,-10.382636667585341
2010-09-30,-15.618745374055408,-10.366186094201481
2010-10-01,-15.623406148685827,-10.349464036924642
2010-10-04,-15.627561790408757,-10.332269150120913
2010-10-05,-15.631004104909163,-10.314410794126593
2010-10-06,-15.633540069899665,-10.29571359591341
2010-10-07,-15.634996061207378,-10.276021660740875
2010-10-08,-15.635221645476358,-10.255202350279875
2010-10-11,-15.634092863692814,-10.233149551426635
2010-10-12,-15.63151493995998,-10.20978637024605
2010-10-13,-15.62742436145361,-10.185067196987603
2010-10-14,-15.621790288051965,-10.158979100680147
2010-10-15,-15.61461526350998,-10.131542525187733
2010-10-18,-15.605935213973776,-10.102811272535297
2010-10-19,-15.595818733836412,-10.07287177351782
2010-10-20,-15.584365673140391,-10.041841659811315
2010-10-21,-15.571705054659015,-10.00986766573062
2010-10-22,-15.557992362164423,-9.97712290115484
2010-10-25,-15.543406253953066,-9.943803549704175
2010-10-26,-15.528144767203493,-9.910125057756176
2010-10-27,-15.512421088960929,-9.876317890108966
2010-10-28,-15.496458978278152,-9.842622936834086
2010-10-29,-15.480487931120567,-9.809286662940105
2010-11-01,-15.464738184926714,-9.776556097751289
2010-11-02,-15.449435663098628,-9.74467376428903
2010-11-03,-15.434796961113191,-9.713872650360244
2010-11-04,-15.421024475366554,-9.684371322477944
2010-11-05,-15.408301773299057,-9.656369281174552
2010-11-08,-15.396789298847096,-9.630042651767344
2010-11-09,-15.386620500916969,-9.605540298284112
2010-11-10,-15.3778984644976,-9.582980440178746
2010-11-11,-15.370693114379627,-9.562447841817114
2010-11-12,-15.365039050415708,-9.543991633680752
2010-11-15,-15.360934061054538,-9.527623812033465
2010-11-16,-15.35833834874647,-9.513318450661268
2010-11-17,-15.357174487006924,-9.501011644484134
2010-11-18,-15.357328114703442,-9.4906021906177
2010-11-19,-15.358649358780362,-9.481952998110916
2010-11-22,-15.360954962430432,-9.474893203380928
2010-11-23,-15.36403108194244,-9.469220954585923
2010-11-24,-15.367636702366005,-9.464706815088745
2010-11-25,-15.371507609994625,-9.461097724023638
2010-11-26,-15.375360848712246,-9.458121441022625
2010-11-29,-15.378899577691136,-9.455491392600221
2010-11-30,-15.381818239956178,-9.452911829722295
2010-12-01,-15.383807945098928,-9.450083199853012
2010-12-02,-15.384561965056047,-9.446707632404623
2010-12-03,-15.383781239446945,-9.442494434095028
2010-12-06,-15.381179786542987,-9.437165490295156
2010-12-07,-15.376489917524564,-9.430460470031969
2010-12-08,-15.369467155243267,-9.422141735873563
2010-12-09,-15.359894764176332,-9.411998865392375
2010-12-10,-15.347587805534115,-9.399852698175984
2010-12-13,-15.332396640418866,-9.385558831291986
2010-12-14,-15.314209814361453,-9.369010496541728
2010-12-15,-15.292956268281234,-9.350140764555695
2010-12-16,-15.268606833695568,-9.3289240335645
2010-12-17,-15.241174983603292,-9.305376774276766
2010-12-20,-15.210716824616853,-9.279557516445385
2010-12-21,-15.177330330347752,-9.251566077133093
2010-12-22,-15.141153830479682,-9.22154204511781
2010-12-23,-15.102363784114301,-9.18966255002831
2010-12-24,-15.061171879572255,-9.156139358398132
2010-12-27,-15.017821515613438,-9.121215351606688
2010-12-28,-14.972583730758936,-9.085160452394465
2010-12-29,-14.925752657825486,-9.048267077067463
2010-12-30,-14.877640589720759,-9.010845199442835
2010-12-31,-14.828572749821282,-8.97321711986107
2011-01-03,-14.778881865724806,-8.93571203805945
2011-01-04,-14.728902648729653,-8.898660532261978
2011-01-05,-14.678966282977605,-8.862389048424584
2011-01-06,-14.629395027774313,-8.827214503151355
2011-01-07,-14.580497034181324,-8.793439101377372
2011-01-10,-14.532561472605071,-8.761345465544466
2011-01-11,-14.485854061876287,-8.731192166764002
2011-01-12,-14.4406130823406,-8.703209740487635
2011-01-13,-14.397045945923411,-8.677597259648937
2011-01-14,-14.355326385176392,-8.654519527282599
2011-01-17,-14.315592311172566,-8.634104938487166
2011-01-18,-14.277944377029147,-8.616444048509042
2011-01-19,-14.242445270056773,-8.60158886994451
2011-01-20,-14.209119741329143,-8.589552907851575
2011-01-21,-14.177955367114924,-8.580311927210765
2011-01-24,-14.148904022393522,-8.57380543295344
2011-01-25,-14.121884032864314,-8.56993882896371
2011-01-26,-14.096782958724326,-8.568586209325032
2011-01-27,-14.073460951286787,-8.569593722879654
2011-01-28,-14.05175461248023,-8.572783441135828
2011-01-31,-14.031481277618283,-8.577957649907908
2011-02-01,-14.012443633751992,-8.584903476995574
2011-02-02,-13.994434579564935,-8.593397761856684
2011-02-03,-13.977242228270322,-8.603212068726554
2011-02-04,-13.960654952404338,-8.614117742071366
2011-02-07,-13.944466368830977,-8.62589090268383
2011-02-08,-13.928480163689871,-8.638317284145268
2011-02-09,-13.912514660402001,-8.651196812761146
2011-02-10,-13.896407039130947,-8.66434783935965
2011-02-11,-13.880017123175913,-8.677610938420955
2011-02-14,-13.863230656507339,-8.690852198739218
2011-02-15,-13.845962006875505,-8.703965940038428
2011-02-16,-13.828156240426397,-8.716876801466885
2011-02-17,-13.809790526321805,-8.729541160457396
2011-02-18,-13.790874843236306,-8.741947853815622
2011-02-21,-13.771451973529997,-8.754118186824927
2011-02-22,-13.751596785100386,-8.766105230360353
2011-02-23,-13.731414815121378,-8.777992420208424
2011-02-24,-13.711040183803481,-8.789891486715616
2011-02-25,-13.690632879685108,-8.801939756263508
2011-02-28,-13.67037547052737,-8.814296878631184
2011-03-01,-13.650469305388865,-8.827141045808984
2011-03-02,-13.631130283676201,-8.840664778046937
2011-03-03,-13.61258427570093,-8.855070361655747
2011-03-04,-13.59506228635172,-8.87056503015616
2011-03-07,-13.578795458773667,-8.887355985655418
2011-03-08,-13.56401001832978,-8.905645360712318
2011-03-09,-13.55092225853597,-8.925625222368664
2011-03-10,-13.539733670081825,-8.9474727194454
2011-03-11,-13.53062631148443,-8.971345471636786
2011-03-14,-43.5237585154214,-8.997377294434447
2011-03-15,-43.51926101843765,-9.025674347561546
2011-03-16,-43.51723359364206,-9.056311786518608
2011-03-17,-43.51774225636061,-9.089330987192978
2011-03-18,-43.52081710167968,-9.12473740245077
2011-03-21,-13.526450820610759,-9.162499097427563
2011-03-22,-13.534597928472799,-9.202545997099199
2011-03-23,-13.545174725276764,-9.244769865901937
2011-03-24,-13.55805999367623,-9.289025024950732
2011-03-25,-13.573096425695889,-9.335129798052154
2011-03-28,-13.590092755244958,-9.382868663503627
2011-03-29,-13.608826559641992,-9.431995074890082
2011-03-30,-13.629047680289572,-9.482234901001107
2011-03-31,-13.65048220049696,-9.533290422851229
2011-04-01,-13.672836907492954,-9.584844814830092
2011-04-04,-13.695804156113354,-9.63656702745152
2011-04-05,-13.71906704367469,-9.688116981197673
2011-04-06,-13.742304799313843,-9.739150974722543
2011-04-07,-13.76519828670434,-9.789327206310157
2011-04-08,-13.787435516640063,-9.838311305062993
2011-04-11,-13.808717065554537,-9.88578176787345
2011-04-12,-13.828761297627647,-9.931435199815134
2011-04-13,-13.847309291692463,-9.974991259151503
2011-04-14,-13.864129379624597,-10.016197213629352
2011-04-15,-13.879021210169897,-10.054832021998095
2011-04-18,-13.891819261103652,-10.090709863633254
2011-04-19,-13.902395733042747,-10.12368304957107
2011-04-20,-13.910662769950493,-10.153644259979432
2011-04-21,-13.916573964155099,-10.180528065871925
2011-04-22,-13.920125117300334,-10.204311706469356
2011-04-25,-13.921354242797255,-10.225015107763772
2011-04-26,-13.920340809775546,-10.242700142269822
2011-04-27,-13.917204242962766,-10.257469144378213
2011-04-28,-13.912101707070093,-10.269462709876596
2011-04-29,-13.905225217860705,-10.278856821801
2011-05-02,-13.89679813485828,-10.285859357562455
2011-05-03,-13.887071102371277,-10.290706044011975
2011-05-04,-13.87631751593705,-10.293655937535615
2011-05-05,-13.864828600227103,-10.294986515208953
2011-05-06,-13.852908191728295,-10.294988470314088
2011-05-09,-13.840867324984524,-10.293960310992265
2011-05-10,-13.829018724744213,-10.292202864366297
2011-05-11,-13.817671307942732,-10.290013790051207
2011-05-12,-13.807124799026228,-10.28768220654902
2011-05-13,-13.797664559703364,-10.285483531604095
2011-05-16,-13.789556729842667,-10.283674633226946
2011-05-17,-13.78304377000111,-10.282489381862677
2011-05-18,-13.77834048809689,-10.282134686207959
2011-05-19,-13.775630623181556,-10.282787085622994
2011-05-20,-13.775064048310774,-10.284589961129397
2011-05-23,-13.776754642372703,-10.287651414845056
2011-05-24,-13.780778867644935,-10.292042854619373
2011-05-25,-13.787175076070525,-10.297798306852178
2011-05-26,-13.795943553038754,-10.304914466275358
2011-05-27,-13.807047293104354,-10.313351477124428
2011-05-30,-13.820413487858275,-10.32303442590732
2011-05-31,-13.835935692351338,-10.333855512166188
2011-06-01,-13.853476623337263,-10.345676850493644
2011-06-02,-13.8728715303991,-10.358333844862857
2011-06-03,-13.89393206999024,-10.371639065298437
2011-06-06,-13.916450602771656,-10.385386547266059
2011-06-07,-13.94020482654873,-10.399356426080816
2011-06-08,-13.96496265075937,-10.413319812283229
2011-06-09,-13.990487213964133,-10.427043809431112
2011-06-10,-14.016541943224063,-10.440296573191176
2011-06-13,-14.042895553672968,-10.452852310035523
2011-06-14,-14.06932688800719,-10.464496115265078
2011-06-15,-14.095629498999138,-10.475028553465703
2011-06-16,-14.121615883423948,-10.484269889786194
2011-06-17,-14.14712128286687,-10.492063887506198
2011-06-20,-14.17200697561395,-10.498281096097369
2011-06-21,-14.196162994047867,-10.502821564201037
2011-06-22,-14.219510213474999,-10.50561692345009
2011-06-23,-14.24200177087226,-10.506631801626009
2011-06-24,-14.263623785418234,-10.5058645370181
2011-06-27,-14.28439536659915,-10.503347179778808
2011-06-28,-14.304367909885093,-10.499144780274015
2011-06-29,-14.323623694176211,-10.493353978632207
2011-06-30,-14.342273809145102,-10.486100923623281
2011-07-01,-14.360455453977297,-10.477538562373839
2011-07-04,-14.3783286615744,-10.467843354989075
2011-07-05,-14.396072513788596,-10.457211479655781
2011-07-06,-14.413880923476603,-10.445854604020994
2011-07-07,-14.431958067896115,-10.433995307376074
2011-07-08,-14.450513565046124,-10.421862245254836
2011-07-11,-14.469757489835574,-10.4096851533379
2011-07-12,-14.48989533034808,-10.397689790939042
2011-07-13,-14.511122985886928,-10.386092925766327
2011-07-14,-14.53362190790549,-10.375097461072025
2011-07-15,-14.557554482363384,-10.364887803741105
2011-07-18,-14.583059747547745,-10.35562556736726
2011-07-19,-14.610249535047355,-10.347445698014566
2011-07-20,-14.639205113489282,-10.340453102284727
2011-07-21,-14.669974404998099,-10.33471984766113
2011-07-22,-14.702569833305137,-10.33028299406828
2011-07-25,-14.736966850232717,-10.327143103383328
2011-07-26,-14.773103174143763,-10.325263460502065
2011-07-27,-14.810878760135248,-10.324570025750226
2011-07-28,-14.850156507533782,-10.324952124211137
2011-07-29,-14.890763695899553,-10.326263863188885
2011-08-01,-14.932494126540153,-10.328326254822016
2011-08-02,-14.975110932755621,-10.330930007082673
2011-08-03,-15.018350008948028,-10.333838933308533
2011-08-04,-15.061923996588794,-10.336793918274969
2011-08-05,-15.10552675408119,-10.339517367859434
2011-08-08,-15.148838227997885,-10.341718059792791
2011-08-09,-15.191529635200732,-10.343096305019786
2011-08-10,-15.233268859118255,-10.343349322959522
2011-08-11,-15.27372595908752,-10.342176729588099
2011-08-12,-15.312578689247257,-10.339286034846157
2011-08-15,-15.349517923046761,-10.33439804545175
2011-08-16,-15.384252881018869,-10.3272520707831
2011-08-17,-15.416516063026425,-10.317610833057039
2011-08-18,-15.446067791661505,-10.305264988498887
2011-08-19,-15.472700280750317,-10.290037173473474
2011-08-22,-15.496241151854178,-10.271785498484554
2011-08-23,-15.516556332085521,-10.250406423378537
2011-08-24,-15.533552278276256,-10.225836958807028
2011-08-25,-15.54717748531738,-10.198056151784293
2011-08-26,-15.557423250086398,-10.167085826773517
2011-08-29,-15.5643236765297,-10.132990567886472
2011-08-30,-15.567954921896922,-10.095876942211062
2011-08-31,-15.568433698554243,-10.05589197871125
2011-09-01,-15.56591505995406,-10.0132209312944
2011-09-02,-15.560589512936302,-9.96808436823893
2011-09-05,-15.552679511318074,-9.920734642956551
2011-09-06,-15.542435397446875,-9.871451812781997
2011-09-07,-15.53013086882102,-9.820539082911482
2011-09-08,-15.516058055818581,-9.768317861548814
2011-09-09,-15.500522303849674,-9.715122519591525
2011-09-12,-15.483836758716969,-9.661294953659366
2011-09-13,-15.466316857530279,-9.607179054828531
2011-09-14,-15.448274829105014,-9.553115187018667
2011-09-15,-15.43001430735199,-9.499434778557443
2011-09-16,-15.411825158746138,-9.446455128027383
2011-09-19,-15.393978620593195,-9.394474521131079
2011-09-20,-15.376722840581529,-9.343767749078733
2011-09-21,-15.360278900133798,-9.294582111029623
2011-09-22,-15.344837394515517,-9.247133973560967
2011-09-23,-15.330555631701996,-9.201605949182202
2011-09-26,-15.317555499864927,-9.158144743772068
2011-09-27,-15.305922040252131,-9.116859709728043
2011-09-28,-15.295702748453705,-9.077822127837173
2011-09-29,-15.286907612843166,-9.041065226672469
2011-09-30,-15.279509884630393,-9.006584933966963
2011-10-03,-15.273447559742806,-8.974341340196952
2011-10-04,-15.268625538939576,-8.944260840794078
2011-10-05,-15.264918419429097,-8.91623891027089
2011-10-06,-15.262173859057556,-8.890143449342139
2011-10-07,-15.260216443103868,-8.865818635090815
2011-10-10,-15.258851974066854,-8.843089194578642
2011-10-11,-15.257872096752397,-8.821765014221898
2011-10-12,-15.257059164616924,-8.801645990902003
2011-10-13,-15.256191248822615,-8.782527026278848
2011-10-14,-15.255047188895029,-8.764203063209852
2011-10-17,-15.25341158329493,-8.746474062598441
2011-10-18,-15.251079619632645,-8.7291498204118
2011-10-19,-15.247861647636627,-8.712054527990778
2011-10-20,-15.243587403271164,-8.695030984057537
2011-10-21,-15.238109799476575,-8.6779443739048
2011-10-24,-15.231308207740298,-8.660685539984877
2011-10-25,-15.223091164926828,-8.643173678336105
2011-10-26,-15.213398451298664,-8.625358406787823
2011-10-27,-15.202202498223219,-8.607221163447626
2011-10-28,-15.189509097436535,-8.588775907349834
2011-10-31,-15.175357397661058,-8.570069107070326
2011-11-01,-15.159819188579501,-8.551179017316938
2011-11-02,-15.142997486371398,-8.532214257708993
2011-11-03,-15.125024448945506,-8.513311721885474
2011-11-04,-15.10605866237703,-8.494633858456629
2011-11-07,-15.086281852621433,-8.476365377876323
2011-11-08,-15.065895088080786,-8.458709450815938
2011-11-09,-15.045114548818225,-8.441883473839848
2011-11-10,-15.02416694695095,-8.426114486916914
2011-11-11,-15.003284689830835,-8.411634334380425
2011-11-14,-14.982700882904728,-8.398674666231605
2011-11-15,-14.962644272530007,-8.387461880064631
2011-11-16,-14.943334230437387,-8.378212105307169
2011-11-17,-14.924975880954094,-8.37112633089088
2011-11-18,-14.907755469535752,-8.36638577490126
2011-11-21,-14.891836066654356,-8.36414759025451
2011-11-22,-14.877353694738314,-8.364540994097355
2011-11-23,-14.864413957782281,-8.36766390054692
2011-11-24,-14.853089243595239,-8.373580126737918
2011-11-25,-14.843416557622456,-8.382317231111202
2011-11-28,-14.835396035074714,-8.393865030674847
2011-11-29,-14.82899016496349,-8.4081748308338
2011-11-30,-14.82412374582906,-8.425159387571842
2011-12-01,-14.820684578728219,-8.44469360754887
2011-12-02,-14.818524888696293,-8.46661597732395
2011-12-05,-14.817463451693529,-8.490730698709521
2011-12-06,-14.817288390265633,-8.516810493481273
2011-12-07,-14.817760588060343,-8.544600027579877
2011-12-08,-14.81861766120173,-8.573819892800039
2011-12-09,-14.819578413568216,-8.604171073006158
2011-12-12,-14.820347693462637,-8.635339812355705
2011-12-13,-14.82062156119016,-8.66700279503846
2011-12-14,-14.820092670827867,-8.698832539807258
2011-12-15,-14.818455765101268,-8.730502908206875
2011-12-16,-14.815413179863048,-8.761694622987237
2011-12-19,-14.8106802542469,-8.792100692764333
2011-12-20,-14.803990544153255,-8.821431640575478
2011-12-21,-14.795100740284571,-8.84942043753632
2011-12-22,-14.783795197417797,-8.875827048276134
2011-12-23,-14.76988998887514,-8.900442502101363
2011-12-26,-14.753236409091777,-8.923092412774189
2011-12-27,-14.733723857607563,-8.94363988022107
2011-12-28,-14.711282049528169,-8.961987719204139
2011-12-29,-14.685882510282509,-8.978079972769287
2011-12-30,-14.657539326100958,-8.991902681882186
2012-01-02,-14.626309135789418,-9.003483896813481
2012-01-03,-14.592290363803938,-9.01289293026387
2012-01-04,-14.555621709060592,-9.020238866649217
2012-01-05,-14.516479918065624,-9.025668356116059
2012-01-06,-14.475076884548642,-9.029362735454985
2012-01-09,-14.431656130562915,-9.03153453086068
2012-01-10,-14.38648873573532,-9.032423409205283
2012-01-11,-14.33986879177681,-9.032291654919902
2012-01-12,-14.292108468301663,-9.031419258516273
2012-01-13,-14.243532783277468,-9.030098710053759
2012-01-16,-14.194474176897371,-9.028629596326468
2012-01-17,-14.145266991227324,-9.027313104105964
2012-01-18,-14.096241959564544,-9.02644653335853
2012-01-19,-14.047720809021254,-9.026317923933306
2012-01-20,-14.000011077427436,-9.027200896797403
2012-01-23,-13.95340124127798,-9.029349806525175
2012-01-24,-13.908156245217313,-9.032995295516665
2012-01-25,-13.864513515582063,-9.038340332447426
2012-01-26,-13.822679530964713,-9.045556807893998
2012-01-27,-13.782827011805079,-9.054782749123442
2012-01-30,-13.74509277887648,-9.066120203894767
2012-01-31,-13.70957631744525,-9.079633830032202
2012-02-01,-13.676339070101996,-9.095350213749535
2012-02-02,-13.64540446705808,-9.113257925500063
2012-02-03,-13.616758688348904,-9.13330830777443
2012-02-06,-13.590352138165025,-9.155416975048253
2012-02-07,-13.566101597720284,-9.179465992269456
2012-02-08,-13.543893009931434,-9.205306685140423
2012-02-09,-13.523584836981126,-9.232763023247674
2012-02-10,-13.505011920803422,-9.26163550605878
2012-02-13,-13.48798976688138,-9.29170547215694
2012-02-14,-13.472319163667922,-9.32273974400506
2012-02-15,-13.457791043589712,-9.354495514179943
2012-02-16,-13.444191487092455,-9.386725374515823
2012-02-17,-13.431306768621358,-9.419182387031963
2012-02-20,-13.418928342851151,-9.451625094939711
2012-02-21,-13.406857670896619,-9.483822373441143
2012-02-22,-13.394910789617613,-9.515558023414515
