maturity,date,nominal_yield,inflation,real_yield,nominal_discount,real_discount
18.0,2020-01-02,0.024252441295442368,0.019465142434753526,0.004787298860688842,0.6462660981855931,0.9174369878611045
19.0,2020-01-02,0.02475244129544237,0.019454883775876015,0.005297557519566353,0.6248170546756261,0.9042462159732019
20.0,2020-01-02,0.02525244129544237,0.01944512574304213,0.0058073155524002405,0.6034761094381835,0.8903449464650319
21.0,2020-01-02,0.02575244129544237,0.019435821739915152,0.006316619555527217,0.5822815023317282,0.8757724249504476
22.0,2020-01-02,0.026252441295442366,0.019426931387400984,0.006825509908041382,0.5612697178591656,0.860569226011219
23.0,2020-01-02,0.026752441295442367,0.019418419464517226,0.007334021830925141,0.5404754035438823,0.844777075749693
24.0,2020-01-02,0.027252441295442367,0.019410255065613172,0.007842186229829195,0.5199313002228783,0.8284386705688414
25.0,2020-01-02,0.027752441295442368,0.01940241092298252,0.008350030372459849,0.4996681842373789,0.8115974935549954
26.0,2020-01-02,0.028252441295442368,0.01939486285738595,0.008857578438056419,0.4797148214203845,0.794297629775468
27.0,2020-01-02,0.028752441295442365,0.019387589328551773,0.009364851966890592,0.46009793270346305,0.7765835817456351
28.0,2020-01-02,0.029252441295442366,0.01938057106458952,0.009871870230852845,0.440842171092271,0.7585000862639599
29.0,2020-01-02,0.029752441295442366,0.019373790754254383,0.010378650541187983,0.4219701096922581,0.7400919337564211
30.0,2020-01-02,0.030252441295442366,0.019367232789689784,0.010885208505752583,0.4035022404031959,0.7214037912123253
1.0,2020-01-03,0.015772789228047705,0.019819755880233297,-0.004046966652185593,0.9843509497879542,1.004055166679742
2.0,2020-01-03,0.016272789228047705,0.019738662858611665,-0.00346587363056396,0.9679783298680446,1.0069558274282302
3.0,2020-01-03,0.016772789228047705,0.019681126444121306,-0.0029083372160736004,0.9509266319939791,1.0087631855040275
4.0,2020-01-03,0.017272789228047706,0.019636497733858466,-0.0023637085058107604,0.9332416047776405,1.0094996721674399
5.0,2020-01-03,0.017772789228047703,0.019600033422499673,-0.0018272441944519706,0.914970050313401,1.0091780836307969
6.0,2020-01-03,0.018272789228047703,0.019569203286534224,-0.0012964140584865204,0.8961596192685918,1.0078088153523879
7.0,2020-01-03,0.018772789228047704,0.019542497008009318,-0.0007697077799616141,0.8768586056853185,1.0054024955902812
8.0,2020-01-03,0.019272789228047704,0.01951894040087804,-0.00024615117283033686,0.857115742717051,1.001971149548761
9.0,2020-01-03,0.019772789228047705,0.019497868297746475,0.0002749209303012298,0.8369800004924152,0.9975287701556841
10.0,2020-01-03,0.020272789228047705,0.019478806261785612,0.0007939829662620933,0.8165003872588078,0.9920916075279138
11.0,2020-01-03,0.020772789228047702,0.019461403986387685,0.0013113852416600166,0.7957257549104145,0.9856783075962501
12.0,2020-01-03,0.021272789228047703,0.019445395444852978,0.0018273937831947244,0.7747046099495072,0.9783099612191173
13.0,2020-01-03,0.021772789228047703,0.019430573850422232,0.0023422153776254707,0.7534849308672381,0.9700100954008444
14.0,2020-01-03,0.022272789228047703,0.019416775276124842,0.002856013951922861,0.7321139928612275,0.960804624235305
15.0,2020-01-03,0.022772789228047704,0.01940386757189733,0.003368921656150374,0.7106382007328447,0.9507217701145478
16.0,2020-01-03,0.023272789228047704,0.019391742647534044,0.0038810465805136606,0.6891029307280049,0.9397919619486605
17.0,2020-01-03,0.023772789228047705,0.019380310964766053,0.004392478263281652,0.667552382002369,0.9280477150149381
18.0,2020-01-03,0.024272789228047705,0.019369497520511997,0.004903291707535708,0.6460294383058944,0.9155234958142795
19.0,2020-01-03,0.024772789228047706,0.019359238861634487,0.005413550366413219,0.6245755403935745,0.9022555745664895
20.0,2020-01-03,0.025272789228047706,0.0193494808288006,0.005923308399247106,0.6032305695797817,0.8882818675139615
21.0,2020-01-03,0.025772789228047707,0.019340176825673624,0.006432612402374083,0.5820327427637116,0.8736417709085769
22.0,2020-01-03,0.026272789228047704,0.019331286473159456,0.006941502754888248,0.5610185191638427,0.8583759883625186
23.0,2020-01-03,0.026772789228047704,0.019322774550275697,0.0074500146777720065,0.5402225189108304,0.8425263531102325
24.0,2020-01-03,0.027272789228047704,0.019314610151371644,0.00795817907667606,0.5196774535616281,0.8261356466316916
25.0,2020-01-03,0.027772789228047705,0.01930676600874099,0.008466023219306715,0.4994140685135318,0.8092474150112823
26.0,2020-01-03,0.028272789228047705,0.01929921794314442,0.008973571284903285,0.4794610972159644,0.7919057843424512
27.0,2020-01-03,0.028772789228047702,0.019291944414310244,0.009480844813737458,0.45984522700072494,0.7741552764295896
28.0,2020-01-03,0.029272789228047703,0.019284926150347992,0.00998786307769971,0.4405910762786728,0.756040625981563
29.0,2020-01-03,0.029772789228047703,0.019278145840012854,0.010494643388034849,0.42172118278287585,0.7376066004333531
30.0,2020-01-03,0.030272789228047704,0.019271587875448255,0.011001201352599448,0.4032560024755188,0.718897823471955
1.0,2020-01-04,0.01554233600241796,0.019762371314227967,-0.004220035311810007,0.9845778227802869,1.004228952199608
2.0,2020-01-04,0.01604233600241796,0.019681278292606335,-0.003638942290188376,0.9684245801568787,1.007304432748113
3.0,2020-01-04,0.01654233600241796,0.019623741878115976,-0.0030814058756980164,0.9515842916365032,1.009287077373335
4.0,2020-01-04,0.01704233600241796,0.019579113167853136,-0.0025367771654351765,0.9341022755578616,1.0101987651423014
5.0,2020-01-04,0.017542336002417957,0.019542648856494343,-0.0020003128540763866,0.9160249469547648,1.0100517470769645
6.0,2020-01-04,0.018042336002417957,0.019511818720528894,-0.0014694827181109364,0.897399613602748,1.0088558796253155
7.0,2020-01-04,0.018542336002417958,0.019485112442003988,-0.0009427764395860301,0.878274271493658,1.0066212593316064
8.0,2020-01-04,0.019042336002417958,0.01946155583487271,-0.0004192198324547529,0.8586974009632083,1.0033593888004966
9.0,2020-01-04,0.01954233600241796,0.019440483731741145,0.0001018522706768138,0.8387177646676829,0.9990837495779049
10.0,2020-01-04,0.02004233600241796,0.019421421695780282,0.0006209143066376772,0.8183842085682842,0.9938100938269655
11.0,2020-01-04,0.020542336002417956,0.019404019420382355,0.0011383165820356006,0.7977454670355842,0.987556585178057
12.0,2020-01-04,0.021042336002417956,0.019388010878847648,0.0016543251235703084,0.7768499731327297,0.9803438500267537
13.0,2020-01-04,0.021542336002417957,0.019373189284416902,0.0021691467180010547,0.7557456750751513,0.9721949708581539
14.0,2020-01-04,0.022042336002417957,0.019359390710119512,0.002682945292298445,0.7344798597972129,0.9631354391908283
15.0,2020-01-04,0.022542336002417958,0.019346483005892,0.003195852996525958,0.713098984483292,0.9531930786584971
16.0,2020-01-04,0.023042336002417958,0.019334358081528714,0.0037079779208892445,0.6916485168429791,0.9423979449582337
17.0,2020-01-04,0.02354233600241796,0.019322926398760723,0.004219409603657236,0.6701727848282536,0.9307822072688938
18.0,2020-01-04,0.02404233600241796,0.019312112954506667,0.004730223047911292,0.6487148364054661,0.9183800145058476
19.0,2020-01-04,0.02454233600241796,0.019301854295629157,0.005240481706788803,0.62731630990758,0.9052273490340617
20.0,2020-01-04,0.02504233600241796,0.01929209626279527,0.00575023973962269,0.606017315403239,0.8913618700014172
21.0,2020-01-04,0.02554233600241796,0.019282792259668294,0.006259543742749667,0.5848563274296691,0.8768227481614458
22.0,2020-01-04,0.026042336002417957,0.019273901907154126,0.006768434095263832,0.5638700893469983,0.8616504938623756
23.0,2020-01-04,0.026542336002417958,0.019265389984270367,0.0072769460181475905,0.5430935294830822,0.8458867797477213
24.0,2020-01-04,0.02704233600241796,0.019257225585366314,0.0077851104170516446,0.522559689151099,0.829574259618306
25.0,2020-01-04,0.02754233600241796,0.01924938144273566,0.008292954559682299,0.502299662537739,0.8127563848314582
26.0,2020-01-04,0.02804233600241796,0.01924183337713909,0.008800502625278869,0.48234254837842006,0.7954772195505583
27.0,2020-01-04,0.028542336002417956,0.019234559848304914,0.009307776154113042,0.46271541325821786,0.7777812561009975
28.0,2020-01-04,0.029042336002417957,0.019227541584342662,0.009814794418075295,0.44344326630366077,0.759713231633004
29.0,2020-01-04,0.029542336002417957,0.019220761274007524,0.010321574728410433,0.4245490449616878,0.741317947235221
30.0,2020-01-04,0.030042336002417958,0.019214203309442925,0.010828132692975032,0.40605361149832814,0.7226400905838677
1.0,2020-01-05,0.015272959251407621,0.01979600620180165,-0.004523046950394028,0.984843080880883,1.0045332913667537
2.0,2020-01-05,0.015772959251407623,0.019714913180180017,-0.003941953928772394,0.9689464628613252,1.0079150676923594
3.0,2020-01-05,0.016272959251407624,0.019657376765689658,-0.0033844175142820343,0.9523536065023239,1.0102049717024735
4.0,2020-01-05,0.016772959251407624,0.01961274805542682,-0.0028397888040191943,0.9351093197534198,1.011423915394373
5.0,2020-01-05,0.01727295925140762,0.019576283744068026,-0.0023033244926604045,0.9172595573267254,1.0115831940743665
6.0,2020-01-05,0.017772959251407622,0.019545453608102576,-0.0017724943566949543,0.8988512179257363,1.0106917184002655
7.0,2020-01-05,0.018272959251407622,0.01951874732957767,-0.001245788078170048,0.8799319405720304,1.0087586510217843
8.0,2020-01-05,0.018772959251407623,0.019495190722446393,-0.0007222314710387708,0.8605499012560981,1.0057945757478823
9.0,2020-01-05,0.019272959251407623,0.019474118619314827,-0.00020115936790720407,0.8407536111123145,1.001812074136812
10.0,2020-01-05,0.019772959251407624,0.019455056583353964,0.0003179026680536594,0.8205917172828566,0.9968260210743819
11.0,2020-01-05,0.02027295925140762,0.019437654307956038,0.0008353049434515827,0.8001128075917036,0.9908537295574495
12.0,2020-01-05,0.02077295925140762,0.01942164576642133,0.0013513134849862905,0.7793652200982916,0.9839150058592325
13.0,2020-01-05,0.02127295925140762,0.019406824171990585,0.0018661350794170369,0.7583968585415691,0.9760321465891398
14.0,2020-01-05,0.021772959251407622,0.019393025597693195,0.002379933653714427,0.7372550146198078,0.9672298951917887
15.0,2020-01-05,0.022272959251407622,0.019380117893465682,0.00289284135794194,0.7159861979802995,0.9575353683651896
16.0,2020-01-05,0.022772959251407623,0.019367992969102396,0.0034049662823052267,0.6946359747168099,0.9469779590958778
17.0,2020-01-05,0.023272959251407623,0.019356561286334405,0.003916397965073218,0.6732488150921508,0.9355892208890004
18.0,2020-01-05,0.023772959251407624,0.01934574784208035,0.004427211409327274,0.6518679511193226,0.9234027365381445
19.0,2020-01-05,0.024272959251407624,0.01933548918320284,0.004937470068204785,0.6305352445482008,0.9104539740395203
20.0,2020-01-05,0.024772959251407625,0.019325731150368952,0.005447228101038672,0.6092910657165304,0.89678013179851
21.0,2020-01-05,0.025272959251407625,0.019316427147241976,0.005956532104165649,0.5881741836348963,0.8824199749872593
22.0,2020-01-05,0.025772959251407622,0.019307536794727808,0.006465422456679814,0.5672216675861511,0.8674136647229517
23.0,2020-01-05,0.026272959251407622,0.01929902487184405,0.006973934379563573,0.5464688004313238,0.8518025816078881
24.0,2020-01-05,0.026772959251407623,0.019290860472939996,0.007482098778467627,0.5259490037270308,0.8356291450802172
25.0,2020-01-05,0.027272959251407623,0.019283016330309342,0.00798994292109828,0.5056937746746054,0.8189366299529712
26.0,2020-01-05,0.027772959251407624,0.019275468264712773,0.00849749098669485,0.4857326348392183,0.801768981459356
27.0,2020-01-05,0.02827295925140762,0.019268194735878597,0.009004764515529024,0.4660930904987887,0.7841706300678611
28.0,2020-01-05,0.02877295925140762,0.019261176471916344,0.009511782779491277,0.44680060440807134,0.7661863072777423
29.0,2020-01-05,0.02927295925140762,0.019254396161581207,0.010018563089826415,0.4278785786934194,0.7478608635512954
30.0,2020-01-05,0.029772959251407622,0.019247838197016608,0.010525121054391014,0.409348348528835,0.7292390894825469
1.0,2020-01-06,0.015212322717601059,0.019889736782434334,-0.004677414064833275,0.9849028001622178,1.0046883702415315
2.0,2020-01-06,0.01571232271760106,0.019808643760812702,-0.004096321043211643,0.9690639770967412,1.0082262936141337
3.0,2020-01-06,0.01621232271760106,0.019751107346322343,-0.003538784628721283,0.9525268645254646,1.01067290732434
4.0,2020-01-06,0.01671232271760106,0.019706478636059503,-0.002994155918458443,0.9353361544127631,1.012048630610672
5.0,2020-01-06,0.017212322717601057,0.01967001432470071,-0.0024576916070996532,0.9175376966888981,1.01236427136063
6.0,2020-01-06,0.017712322717601058,0.01963918418873526,-0.001926861471134203,0.8991782967544848,1.0116282574307403
7.0,2020-01-06,0.018212322717601058,0.019612477910210355,-0.0014001551926092967,0.8803055120087252,1.0098492742978191
8.0,2020-01-06,0.01871232271760106,0.019588921303079078,-0.0008765985854780195,0.8609674486278495,1.0070374358678646
9.0,2020-01-06,0.01921232271760106,0.01956784919994751,-0.0003555264823464528,0.8412125597945508,1.003204862968208
10.0,2020-01-06,0.01971232271760106,0.01954878716398665,0.00016353555361441063,0.8210894465445563,0.9983659809290895
11.0,2020-01-06,0.020212322717601056,0.019531384888588722,0.000680937829012334,0.8006466623533466,0.9925376663891143
12.0,2020-01-06,0.020712322717601057,0.019515376347054015,0.0011969463705470418,0.7799325225349755,0.9857393044515265
13.0,2020-01-06,0.021212322717601057,0.01950055475262327,0.001711767964977788,0.7589949194665931,0.9779927876703451
14.0,2020-01-06,0.021712322717601058,0.01948675617832588,0.0022255665392751783,0.7378811445873155,0.9693224743861009
15.0,2020-01-06,0.022212322717601058,0.019473848474098367,0.0027384742435026914,0.7166377180492569,0.95975511687152
16.0,2020-01-06,0.02271232271760106,0.01946172354973508,0.003250599167865978,0.6953102268226344,0.9493197659688931
17.0,2020-01-06,0.02321232271760106,0.01945029186696709,0.003762030850633969,0.6739431719766424,0.9380476567838
18.0,2020-01-06,0.02371232271760106,0.019439478422713034,0.004272844294888025,0.652579825774155,0.9259720787688593
19.0,2020-01-06,0.02421232271760106,0.019429219763835524,0.004783102953765536,0.6312620991320307,0.9131282327929554
20.0,2020-01-06,0.02471232271760106,0.019419461731001637,0.005292860986599424,0.6100304199107586,0.8995530773365965
21.0,2020-01-06,0.02521232271760106,0.01941015772787466,0.0058021649897264,0.5889236224081831,0.8852851656664379
22.0,2020-01-06,0.025712322717601058,0.019401267375360493,0.006311055342240565,0.5679788483429383,0.870364475654617
23.0,2020-01-06,0.026212322717601058,0.019392755452476734,0.006819567265124324,0.5472314595247595,0.8548322337816399
24.0,2020-01-06,0.02671232271760106,0.01938459105357268,0.007327731664028378,0.5267149623218211,0.8387307347708394
25.0,2020-01-06,0.02721232271760106,0.019376746910942027,0.007835575806659032,0.5064609439503602,0.8221031582327576
26.0,2020-01-06,0.02771232271760106,0.019369198845345457,0.008343123872255602,0.4864990205297818,0.8049933836395574
27.0,2020-01-06,0.028212322717601056,0.01936192531651128,0.008850397401089775,0.466856796767821,0.7874458048965952
28.0,2020-01-06,0.028712322717601057,0.01935490705254903,0.009357415665052028,0.44755983706571634,0.7695051457266088
29.0,2020-01-06,0.029212322717601057,0.01934812674221389,0.009864195975387166,0.42863164776324936,0.7512162770290973
30.0,2020-01-06,0.029712322717601058,0.019341568777649292,0.010370753939951766,0.4100936701783536,0.7326240373218517
1.0,2020-01-07,0.015416175350540321,0.01995738759255305,-0.004541212242012727,0.9847020455960841,1.00455153917267
2.0,2020-01-07,0.015916175350540324,0.019876294570931416,-0.003960119220391092,0.9686689651400048,1.0079516864998097
3.0,2020-01-07,0.016416175350540324,0.019818758156441057,-0.0034025828059007328,0.9519445172853052,1.0102600252062712
4.0,2020-01-07,0.016916175350540325,0.019774129446178217,-0.002857954095637893,0.934573782327077,1.0114974093059104
5.0,2020-01-07,0.01741617535054032,0.019737665134819424,-0.002321489784279103,0.9166029607643157,1.0116750767655776
6.0,2020-01-07,0.017916175350540322,0.019706834998853975,-0.0017906596483136528,0.8980791698915738,1.0108018814623971
7.0,2020-01-07,0.018416175350540322,0.01968012872032907,-0.0012639533697887465,0.8790502396638346,1.0088869299428764
8.0,2020-01-07,0.018916175350540323,0.019656572113197792,-0.0007403967626574692,0.8595645090602615,1.0059407507830893
9.0,2020-01-07,0.019416175350540323,0.019635500010066226,-0.00021932465952590255,0.839670624144875,1.0019758714021245
10.0,2020-01-07,0.019916175350540324,0.019616437974105363,0.0002997373764349609,0.8194173389856804,0.9970071138755608
11.0,2020-01-07,0.02041617535054032,0.019599035698707436,0.0008171396518328843,0.7988533205488411,0.9910517399562699
12.0,2020-01-07,0.02091617535054032,0.01958302715717273,0.001333148193367592,0.7780269586317332,0.9841295064732937
13.0,2020-01-07,0.02141617535054032,0.019568205562741983,0.0018479697877983384,0.7569861818387805,0.9762626626175456
14.0,2020-01-07,0.021916175350540322,0.019554406988444593,0.0023617683620957286,0.7357782805375541,0.9674759066560714
15.0,2020-01-07,0.022416175350540322,0.01954149928421708,0.0028746760663232417,0.7144497376604761,0.9577963125525532
16.0,2020-01-07,0.022916175350540323,0.019529374359853795,0.003386800990686528,0.6930460681403809,0.9472532331899489
17.0,2020-01-07,0.023416175350540323,0.019517942677085804,0.0038982326734545193,0.6716116676869704,0.9358781847717231
18.0,2020-01-07,0.023916175350540324,0.01950712923283175,0.004409046117708575,0.6501896715266897,0.9237047157451502
19.0,2020-01-07,0.024416175350540324,0.019496870573954238,0.0049193047765860864,0.6288218236415881,0.9107682628502383
20.0,2020-01-07,0.024916175350540325,0.01948711254112035,0.005429062809419974,0.6075483569541538,0.8971059964414279
21.0,2020-01-07,0.025416175350540325,0.019477808537993375,0.00593836681254695,0.5864078848157612,0.88275665694009
22.0,2020-01-07,0.025916175350540322,0.019468918185479207,0.0064472571650611155,0.565437304067057,0.8677603840870013
23.0,2020-01-07,0.026416175350540323,0.01946040626259545,0.006955769087944874,0.5446717098501149,0.8521585405356528
24.0,2020-01-07,0.026916175350540323,0.019452241863691395,0.007463933486848928,0.5241443222652901,0.8359935312351461
25.0,2020-01-07,0.027416175350540323,0.01944439772106074,0.007971777629479582,0.5038864248810743,0.8193086199804279
26.0,2020-01-07,0.027916175350540324,0.01943684965546417,0.008479325695076152,0.48392731502360553,0.8021477444480721
27.0,2020-01-07,0.02841617535054032,0.019429576126629995,0.008986599223910326,0.46429426569439436,0.7845553309816052
28.0,2020-01-07,0.02891617535054032,0.019422557862667743,0.009493617487872578,0.445012498890869,0.7665761103375129
29.0,2020-01-07,0.02941617535054032,0.019415777552332605,0.010000397798207716,0.42610517003501197,0.7482549355490791
30.0,2020-01-07,0.029916175350540322,0.019409219587768006,0.010506955762772316,0.40759336315106864,0.7296366030085522
1.0,2020-01-08,0.015697095979615636,0.01993676078932234,-0.004239664809706705,0.9844254613289156,1.0042486649031876
2.0,2020-01-08,0.016197095979615637,0.01985566776770071,-0.0036585717880850722,0.9681248798090049,1.0073439792848746
3.0,2020-01-08,0.016697095979615637,0.01979813135321035,-0.0031010353735947127,0.9511425926905895,1.009346514519087
4.0,2020-01-08,0.017197095979615638,0.01975350264294751,-0.0025564066633318727,0.9335242079123305,1.010278087034501
5.0,2020-01-08,0.017697095979615635,0.019717038331588718,-0.002019942351973083,0.9153164011269436,1.0101508859852264
6.0,2020-01-08,0.018197095979615635,0.019686208195623268,-0.0014891122160076327,0.8965667111000803,1.0089747066289245
7.0,2020-01-08,0.018697095979615636,0.019659501917098362,-0.0009624059374827264,0.8773233347273834,1.006759585124069
8.0,2020-01-08,0.019197095979615636,0.019635945309967085,-0.00043884933035144916,0.8576349228937109,1.0035169647008129
9.0,2020-01-08,0.019697095979615636,0.01961487320683552,8.222277278011753e-05,0.8375503783682401,0.9992602687811195
10.0,2020-01-08,0.020197095979615637,0.019595811170874656,0.000601284808740981,0.8171186568900488,0.9940051929062887
11.0,2020-01-08,0.020697095979615634,0.01957840889547673,0.0011186870841389043,0.7963885725513866,0.9877698458403548
12.0,2020-01-08,0.021197095979615634,0.019562400353942022,0.0016346956256736121,0.7754086085307703,0.9805748011169152
13.0,2020-01-08,0.021697095979615635,0.019547578759511276,0.0021495172201043584,0.7542267341659463,0.9724430906035999
14.0,2020-01-08,0.022197095979615635,0.019533780185213886,0.0026633157944017487,0.7328902292883747,0.9634001576742883
15.0,2020-01-08,0.022697095979615636,0.019520872480986374,0.0031762234986292617,0.7114455166669593,0.9534737805047315
16.0,2020-01-08,0.023197095979615636,0.019508747556623088,0.0036883484229925483,0.6899380033300924,0.9426939722183868
17.0,2020-01-08,0.023697095979615636,0.019497315873855097,0.004199780105760539,0.6684119314524994,0.931092862484519
18.0,2020-01-08,0.024197095979615637,0.01948650242960104,0.004710593550014595,0.6469102394077341,0.9187045639332878
19.0,2020-01-08,0.024697095979615637,0.01947624377072353,0.0052208522088921065,0.6254744334992905,0.9055650260087613
20.0,2020-01-08,0.025197095979615638,0.019466485737889644,0.005730610241725994,0.6041444707940598,0.8917118784208649
21.0,2020-01-08,0.02569709597961564,0.019457181734762668,0.00623991424485297,0.5829586533920434,0.8771842660647903
22.0,2020-01-08,0.026197095979615635,0.0194482913822485,0.0067488045973671355,0.5619535343767115,0.862022677084312
23.0,2020-01-08,0.026697095979615636,0.01943977945936474,0.007257316520250894,0.5411638356018849,0.8462687656239986
24.0,2020-01-08,0.027197095979615636,0.019431615060460688,0.007765480919154948,0.520622377384332,0.8299651707201637
25.0,2020-01-08,0.027697095979615637,0.019423770917830034,0.008273325061785602,0.5003600200870555,0.8131553327064471
26.0,2020-01-08,0.028197095979615637,0.019416222852233465,0.008780873127382172,0.48040561749719096,0.7958833084475275
27.0,2020-01-08,0.028697095979615634,0.019408949323399288,0.009288146656216346,0.4607859818251345,0.7781935866575393
28.0,2020-01-08,0.029197095979615634,0.019401931059437036,0.009795164920178599,0.4415258600784971,0.76013090450432
29.0,2020-01-08,0.029697095979615635,0.0193951507491019,0.010301945230513736,0.4226479214962422,0.7417400666442019
30.0,2020-01-08,0.030197095979615635,0.0193885927845373,0.010808503195078336,0.404172755665298,0.723065767773154
1.0,2020-01-09,0.015796807473987016,0.019846820560507152,-0.004050013086520136,0.9843273076886736,1.0040582254725348
2.0,2020-01-09,0.016296807473987016,0.01976572753888552,-0.0034689200648985036,0.9679318327016525,1.006961962696533
3.0,2020-01-09,0.016796807473987017,0.01970819112439516,-0.002911383650408144,0.9508581156933184,1.0087724049385682
4.0,2020-01-09,0.017296807473987017,0.01966356241413232,-0.002366754940145304,0.9331519497788837,1.0095119737402396
5.0,2020-01-09,0.017796807473987014,0.01962709810277353,-0.0018302906287865142,0.914860177032464,1.00919345572169
6.0,2020-01-09,0.018296807473987015,0.01959626796680808,-0.001299460492821064,0.8960304834808417,1.0078272368610135
7.0,2020-01-09,0.018796807473987015,0.019569561688283173,-0.0007727542142961577,0.8767111938381572,1.005423936067668
8.0,2020-01-09,0.019296807473987015,0.019546005081151896,-0.0002491976071648805,0.8569510672047693,1.001995569360831
